Usage Drugs Removed for Being Problematic and Non-Dosis

Rank |        NDC11 | Drug Name                          | Quant.
 616 |  53451010101 | HORIZANT ER 600MG (ORIG) (TAB)     |    270
 648 |  00003362412 | REYATAZ 150MG CAP(ORIG) (CAP)      |    240
 654 |  00055056720 | CALTRATE 600+D3+MIN CHEW TA (TAB)  |    236
 665 |  27241001709 | MONTELUKAST 5MG CHEW TAB (TAB)     |    224
 681 |  61958070101 | TRUVADA (ORIG) (TAB)               |    210
 697 |  57896010101 | ACETAMINOPHEN 325 MG(ORIG) (TAB)   |    200
 698 |  76653601976 | MAGNESIUM CITRATE 200MG(ORI (TAB)  |    200
 699 |  00005452835 | CENTRUM CHEWABLE TABLET (TAB)      |    199
 715 |  00078048515 | TEKTURNA 150 MG TAB (ORIG) (TAB)   |    180
 716 |  51991033106 | NEVIRAPINE 200 MG  (ORIG) (TAB)    |    180
 719 |  59676057101 | INTELENCE 200MG*DNC*(ORIG) (TAB)   |    180
 744 |  13668027105 | CARBAMAZEpine CHEW 100MG (TAB)     |    168
 807 |  59088010673 | FLUORIDE 1MG  CHEW TAB(orig (TAB)  |    120
 812 |  57141000496 | VIACTIV + D CARAMEL CHEW(OR (TAB)  |    120
 819 |  00904603652 | CALCIUM 500+ D400 CHEW TAB (TAB)   |    120
 835 |  00904262160 | CHILD CHEW MULTIVITAMIN TAB (TAB)  |    115
 859 |  00904052660 | VITAMIN C 500 MG CHEW TAB (TAB)    |    108
 864 |  73373900117 | L METHIONINE 500MG CAP(ORIG (CAP)  |    100
 887 |  87651030152 | AZO STANDARD 95MG (ORIG) (TAB)     |     90
 894 |  15584010101 | ATRIPLA TAB (ORIG) (TAB)           |     90
 897 |  54092025490 | FOSRENOL 1,000 MG  CHEW (TAB)      |     90
 958 |  74312053545 | HAIR,SKIN,NAILS GUMMIES(ORI (TAB)  |     80
 981 |  00002512130 | EFFIENT 5 MG (ORIG) (TAB)          |     60
 982 |  00002512330 | EFFIENT 10 MG(ORIG) (TAB)          |     60
 995 |  61958110101 | COMPLERA TAB(ORIG) (TAB)           |     60
 999 |  16500007909 | FLINTSTONES  W/IRON CHEW TA (TAB)  |     60
1000 |  64764058030 | BRINTELLIX 20 MG TAB  (ORIG (TAB)  |     60
1001 |  00005446119 | CENTRUM SILVER CHEWABLE (TAB)      |     60
1003 |  53100075003 | REMIFEMIN MENOPAUSE TAB(ORI (TAB)  |     60
1004 |  00186504031 | NEXIUM 40 MG CAP *DNC* (CAP)       |     60
1051 |  00378356899 | ALENDRONATE SOD 35MG(ORIG) (TAB)   |     40
1055 |  74300000609 | UNISOM SLEEP AID TAB 25MG ( (TAB)  |     32
1070 |  00088117547 | GAVISCON TAB CHEW (TAB)            |     30
1076 |  00781555431 | MONTELUKAST 4MG CHEW TAB (TAB)     |     30
1079 |  61958040101 | VIREAD 300MG T (ORIG) (TAB)        |     30
1083 |  00456120230 | LINZESS 290MCG TAB (ORIG) (CAP)    |     30
1143 |  00135011883 | TUMS ULTRA TABLET CHEWABLE (TAB)   |     14
1161 |  43068011304 | FANAPT TITRATION PACK(ORIG) (TAB)  |      8
