Usage Summary

Rank |        NDC11 | Drug Name                          | Quant. |      % | Cuml %
  74 |  60505014601 | OMEPRAZOLE DR 40MG*DNC*CAP         |   2622 |    0.4 |   53.5
  75 |  30761015540 | MELATONIN 5 MG TABLET              |   2622 |    0.4 |   53.9
  76 |  13668003705 | RISPERIDONE 1 MG TAB               |   2592 |    0.4 |   54.3
  77 |  68180051303 | LISINOPRIL 5 MG TAB                |   2565 |   0.39 |  54.69
  78 |  62756079813 | DIVALPROEX  DR 500MG TAB           |   2422 |   0.37 |  55.06
  79 |  16729000417 | SIMVASTATIN 10 MG TAB              |   2401 |   0.37 |  55.43
  80 |  00527134510 | LEVOTHYROXINE  100 MCG TAB         |   2379 |   0.36 |  55.79
  81 |  31722070010 | LOSARTAN 25 MG TAB                 |   2365 |   0.36 |  56.15
  82 |  53746051101 | SPIRONLACTONE 25MG TAB             |   2360 |   0.36 |  56.51
  83 |  13668008105 | MONTELUKAST 10 MG TAB              |   2353 |   0.36 |  56.87
  84 |  00904546080 | OYST CAL 500+D200IU TAB            |   2344 |   0.36 |  57.23
  85 |  00527134410 | LEVOTHYROXINE 88 MCG TAB           |   2322 |   0.35 |  57.58
  86 |  68382003205 | DIVALPROEX DR 250 MG   TAB         |   2309 |   0.35 |  57.94
  87 |  65862065260 | MEMANTINE 5 MG TAB                 |   2219 |   0.34 |  58.28
  88 |  00591065705 | BUSpirONE HCL 5 MG TABLET          |   2066 |   0.32 |  58.59
  89 |  23155000210 | HYDRALAZine 25 MG TAB              |   2006 |   0.31 |   58.9
  90 |  65862001105 | SERTRALINE 25 MG TAB               |   1949 |    0.3 |  59.19
  91 |  65862014405 | CARVEDILOL 12.5MG    TAB           |   1909 |   0.29 |  59.49
  92 |  60505014101 | GLIPIZide 5 MG TABLET              |   1900 |   0.29 |  59.78
  93 |  00904585260 | CETIRIZINE 10 MG TAB               |   1895 |   0.29 |  60.07
  94 |  00603240632 | BACLOFEN 10 MG TABLET              |   1891 |   0.29 |  60.36
  95 |  00527134710 | LEVOTHYROXINE 125 MCG TAB          |   1838 |   0.28 |  60.64
  96 |  30768003304 | FISH OIL 1000 MG CAP *CP*          |   1823 |   0.28 |  60.91
  97 |  68382022705 | AMIODARONE 200 MG TAB              |   1788 |   0.27 |  61.19
  98 |  23155000310 | HYDRALAZine 50 MG TAB              |   1770 |   0.27 |  61.46
  99 |  68462012605 | GABAPENTIN 600 MG TAB              |   1732 |   0.26 |  61.72
 100 |  60505017009 | PRAVASTATIN SOD 40 MG TAB          |   1694 |   0.26 |  61.98
 101 |  00904548652 | CERTAVITE SR +LUTEIN TAB           |   1670 |   0.26 |  62.24
 102 |  50111043403 | TRAZODONE 100MG TAB                |   1608 |   0.25 |  62.48
 103 |  60258017101 | MAG OXIDE 400 MG TAB               |   1598 |   0.24 |  62.73
 104 |  00603333932 | DIPHENHYDRAMINE 25 MG CAP          |   1592 |   0.24 |  62.97
 105 |  00904201380 | ASPIRIN  325MG EC   TAB *DN        |   1590 |   0.24 |  63.21
 106 |  65862019399 | FLUOXETINE 20 MG CAP               |   1589 |   0.24 |  63.45
 107 |  60505024808 | MIRTAZAPINE 30MG TAB               |   1586 |   0.24 |   63.7
 108 |  00781150610 | ATENOLOL 50 MG TAB                 |   1559 |   0.24 |  63.94
 109 |  62756040203 | PHENYTOIN 100 MG CAP*DNC*          |   1555 |   0.24 |  64.17
 110 |  63824000850 | MUCINEX ER 600 MG *DNC*TAB         |   1546 |   0.24 |  64.41
 111 |  47469000928 | OMEGA-3 1000 MG SOFTGEL            |   1504 |   0.23 |  64.64
 112 |  00904641292 | CALCIUM  500MG CHEW                |   1502 |   0.23 |  64.87
 113 |  00591065805 | BUSpirONE HCL 10 MG TAB            |   1487 |   0.23 |   65.1
 114 |  55111072910 | ALLOPURINOL 100MG    TAB           |   1436 |   0.22 |  65.31
 115 |  65162054450 | PRIMIDONE 50 MG TAB                |   1412 |   0.22 |  65.53
 116 |  29300012810 | HCTZ 25 MG TABLET                  |   1410 |   0.22 |  65.75
 117 |  62175012841 | ISOSORBIDE MN ER 30MG *DNC*        |   1401 |   0.21 |  65.96
 118 |  13668013501 | ESCITALOPRAM 5 MG TAB              |   1400 |   0.21 |  66.17
 119 |  60505016909 | PRAVASTATIN SOD 20 MG TAB          |   1387 |   0.21 |  66.39
 120 |  13107000105 | MIRTAZAPINE 7.5MG TAB              |   1375 |   0.21 |   66.6
 121 |  00591071805 | BUSpirONE HCL 15 MG TAB            |   1369 |   0.21 |   66.8
 122 |  00185064010 | LISINOPRIL 40 MG TAB               |   1362 |   0.21 |  67.01
 123 |  69315021001 | METHENAMINE HIPP 1GM TAB           |   1345 |   0.21 |  67.22
 124 |  00603420928 | LISINOPRIL 2.5 MG TAB              |   1326 |    0.2 |  67.42
 125 |  65862014505 | CARVEDILOL 25MG    TAB             |   1316 |    0.2 |  67.62
 126 |  00904792780 | BISACODYL 5MG EC*DNC*TAB           |   1316 |    0.2 |  67.82
 127 |  60505025203 | TIZANIDINE HCL 4 MG TABLET         |   1304 |    0.2 |  68.02
 128 |  49348052934 | LOPERAMIDE 2 MG TAB                |   1303 |    0.2 |  68.22
 129 |  00603240732 | BACLOFEN 20 MG TABLET              |   1289 |    0.2 |  68.42
 130 |  00904320713 | VITAMIN B-12 500 MCG TABLET        |   1280 |    0.2 |  68.61
 131 |  00536468010 | VITAMIN B-1 100MG TABLET           |   1277 |    0.2 |  68.81
 132 |  00536101901 | SIMETHICONE  CHEW 80MG             |   1276 |   0.19 |     69
 133 |  13107001401 | GLYCOPYRROLATE 1 MG TABLET         |   1274 |   0.19 |   69.2
 134 |  60505011405 | GABAPENTIN 400 MG CAP              |   1258 |   0.19 |  69.39
 135 |  60505014202 | GLIPIZide 10 MG TABLET             |   1216 |   0.19 |  69.58
 136 |  13668011105 | DULOXETINE  DR 60MG *DNC*CP        |   1150 |   0.18 |  69.75
 137 |  00904576960 | APAP 650 MG  ARTH CAPLETS          |   1140 |   0.17 |  69.93
 138 |  00527134610 | LEVOTHYROXINE 112MCG TAB           |   1128 |   0.17 |   70.1
 139 |  37864000021 | DOC SODIUM 100 MG TAB              |   1121 |   0.17 |  70.27
 140 |  49884012301 | LABETALOL 200MG TAB                |   1116 |   0.17 |  70.44
 141 |  00832108000 | BENZTROPINE MES 0.5 MG TAB         |   1114 |   0.17 |  70.61
 142 |  50458057890 | XARELTO 15MG TAB                   |   1088 |   0.17 |  70.78
 143 |  24208069762 | PRESERVISON AREDS 2 CAP            |   1086 |   0.17 |  70.94
 144 |  00904791580 | IBUPROFEN 200MG TAB                |   1076 |   0.16 |  71.11
 145 |  74312004233 | CALCIUM 600+VIT D3 800 TAB         |   1076 |   0.16 |  71.27
 146 |  68382005105 | MELOXICAM 15 MG TABLET             |   1065 |   0.16 |  71.43
 147 |  13107015590 | PAROXETINE HCL 20 MG TAB           |   1058 |   0.16 |   71.6
 148 |  60505267108 | ATORVASTATIN 80MG TAB              |   1056 |   0.16 |  71.76
 149 |  51248015003 | VESICARE 5 MG TABLET               |   1053 |   0.16 |  71.92
 150 |  60505311108 | OLANZAPINE 5 MG TAB                |   1043 |   0.16 |  72.08
 151 |  50458057990 | XARELTO 20 MG TABLET               |   1039 |   0.16 |  72.24
 152 |  45802057178 | FEXOFENADINE  180 MG TAB           |   1026 |   0.16 |  72.39
 153 |  16729018217 | HCTZ 12.5MG TAB                    |   1016 |   0.16 |  72.55
 154 |  00527111610 | SODIUM CHLORIDE 1000 MG TAB        |   1010 |   0.15 |   72.7
 155 |  23155050110 | HYDROXYZine HCL 25 MG TAB          |   1001 |   0.15 |  72.86
 156 |  45963053830 | ONDANSETRON HCL 4 MG TAB           |    994 |   0.15 |  73.01
 157 |  68382005001 | MELOXICAM 7.5 MG TABLET            |    981 |   0.15 |  73.16
 158 |  00832108110 | BENZTROPINE MES 1 MG TABLET        |    971 |   0.15 |  73.31
 159 |  65862022701 | LAMOTRIGINE 25MG TAB               |    964 |   0.15 |  73.45
 160 |  49884012201 | LABETALOL HCL 100MG TAB            |    958 |   0.15 |   73.6
 161 |  59746017210 | PREDNISONE 5 MG  TAB               |    954 |   0.15 |  73.74
 162 |  57237000299 | HCTZ 12.5 CAP                      |    953 |   0.15 |  73.89
 163 |  00245021211 | MIDODRINE HCL 5 MG TAB             |    928 |   0.14 |  74.03
 164 |  00536417841 | I-VITE PROTECT TABLET              |    912 |   0.14 |  74.17
 165 |  59746017310 | PREDNISONE 10 MG TAB               |    907 |   0.14 |  74.31
 166 |  00185012905 | BUMETANIDE 1 MG                    |    900 |   0.14 |  74.45
 167 |  49884029005 | MEGESTROL 40MG TAB                 |    887 |   0.14 |  74.58
 168 |  00406048410 | ACETA-COD 300/30 MG TAB            |    880 |   0.13 |  74.72
 169 |  13668001105 | CITALOPRAM 40MG TAB                |    880 |   0.13 |  74.85
 170 |  65862024708 | LEVETIRACETAM 750 MG TAB           |    877 |   0.13 |  74.99
 171 |  13668011005 | DULOXETINE  DR 30 MG *DNC*         |    874 |   0.13 |  75.12
 172 |  59746017110 | PREDNISONE 1MG  TAB                |    870 |   0.13 |  75.25
 173 |  31722022505 | GEMFIBROZIL 600 MG TABLET          |    862 |   0.13 |  75.38
 174 |  13668003805 | RISPERIDONE 2 MG TAB               |    862 |   0.13 |  75.52
 175 |  65862024508 | LEVETIRACETAM 250 MG TAB           |    858 |   0.13 |  75.65
 176 |  00597007541 | SPIRIVA 18 MCG CP-HAND (30P        |    840 |   0.13 |  75.77
 177 |  00904585692 | CALCIUM 600 + VIT  D 200           |    836 |   0.13 |   75.9
 178 |  65162044210 | MECLIZINE  25 MG TAB               |    819 |   0.13 |  76.03
 179 |  00904501360 | VITAMIN C 1000 MG TABLET           |    808 |   0.12 |  76.15
 180 |  65862019201 | FLUOXETINE 10 MG CAP               |    794 |   0.12 |  76.27
 181 |  10370051150 | DIVALPROEX ER 500MG*DNC* TA        |    792 |   0.12 |  76.39
 182 |  53746046505 | IBUPROFEN 600 MG*DNC* TAB          |    785 |   0.12 |  76.51
 183 |  00904582360 | VITAMIN D 400 UNITS TAB            |    782 |   0.12 |  76.63
 184 |  57896090110 | ASPIRIN 325 MG TAB                 |    770 |   0.12 |  76.75
 185 |  68462012701 | GABAPENTIN 800 MG TAB              |    766 |   0.12 |  76.87
 186 |  40985021324 | CRANBERRY  200 MG CAP              |    764 |   0.12 |  76.98
 187 |  65862022801 | LAMOTRIGINE 100 MG TABLET          |    756 |   0.12 |   77.1
 188 |  65162037150 | OXYBUTYNIN ER 5MG*DNC* TAB         |    755 |   0.12 |  77.21
 189 |  23155000110 | HYDRALAZine 10 MG TAB              |    748 |   0.11 |  77.33
 190 |  00378007801 | CARB-LEVO 10-100 TAB               |    738 |   0.11 |  77.44
 191 |  62756079613 | DIVALPROEX  125 MG   DR TAB        |    736 |   0.11 |  77.55
 192 |  00536150060 | REGULOID CAP                       |    736 |   0.11 |  77.67
 193 |  00536430605 | FIBER-LAX TABS                     |    732 |   0.11 |  77.78
 194 |  66582041454 | ZETIA 10 MG TABLET                 |    731 |   0.11 |  77.89
 195 |  65862057290 | VALSARTAN 160 MG TAB               |    724 |   0.11 |     78
 196 |  00228254050 | CARB-LEVO 25-250 TAB               |    720 |   0.11 |  78.11
 197 |  00378161005 | DICYCLOMINE 10 MG CAPS             |    719 |   0.11 |  78.22
 198 |  00597013560 | PRADAXA 150 MG UD CAP              |    716 |   0.11 |  78.33
 199 |  13668003905 | RISPERIDONE 3 MG TAB               |    715 |   0.11 |  78.44
 200 |  53746027205 | SMZ-TMP DS TAB 800-160             |    709 |   0.11 |  78.55
 201 |  49884082701 | METOPROLOL SUC 100MG*DNC*          |    705 |   0.11 |  78.66
 202 |  65162076611 | WARFARIN SOD 5 MG TAB              |    697 |   0.11 |  78.76
 203 |  00185041505 | BUPropION SR150 MG *DNC*           |    690 |   0.11 |  78.87
 204 |  00536509008 | I-VITE TABLET                      |    680 |    0.1 |  78.97
 205 |  00115703302 | FLUDROCORTISONE 0.1 MG TAB         |    677 |    0.1 |  79.07
 206 |  68382003510 | VENLAFAXINE ER 75 MG*DNC* C        |    668 |    0.1 |  79.18
 207 |  10370010150 | BUPropION XL150 MG *DNC*           |    664 |    0.1 |  79.28
 208 |  00781151601 | POTASSIUM CL ER 8MEQ  TAB          |    663 |    0.1 |  79.38
 209 |  69097012315 | TOPIRAMATE 50 MG*DNC*TAB           |    658 |    0.1 |  79.48
 210 |  49884082909 | DILTIAZEM CD  120 MG CAP *D        |    652 |    0.1 |  79.58
 211 |  51991074990 | DUTASTERIDE 0.5 MG CAP             |    647 |    0.1 |  79.68
 212 |  68462019590 | PRAVASTATIN SOD 10 MG TAB          |    627 |    0.1 |  79.77
 213 |  00185007210 | LOVASTATIN 20 MG TAB               |    620 |   0.09 |  79.87
 214 |  00832108210 | BENZTROPINE MES 2 MG TAB           |    613 |   0.09 |  79.96
 215 |  00603576928 | SOTALOL 80 MG TAB                  |    612 |   0.09 |  80.06
 216 |  65862006499 | METOPROLOL TART 100 MG             |    608 |   0.09 |  80.15
 217 |  60505313508 | QUETIAPINE FUM 200 MG TAB          |    604 |   0.09 |  80.24
 218 |  65162076311 | WARFARIN SOD 2.5 MG TAB            |    602 |   0.09 |  80.33
 219 |  65862065401 | ENTACAPONE 200 MG TAB              |    596 |   0.09 |  80.42
 220 |  65862001901 | CEPHALEXIN 500 MG CAP              |    594 |   0.09 |  80.51
 221 |  54505033105 | HYDROCORTISONE 5 MG TAB            |    592 |   0.09 |  80.61
 222 |  53746046405 | IBUPROFEN 400 MG TAB               |    590 |   0.09 |   80.7
 223 |  64679092503 | ENALAPRIL 10 MG TAB                |    590 |   0.09 |  80.79
 224 |  37000014343 | ALIGN CAPSULE(ORIG 28'S)           |    588 |   0.09 |  80.88
 225 |  10370051050 | DIVALPROEX  ER 250MG*DNC*TA        |    584 |   0.09 |  80.96
 226 |  57896084501 | CRANBERRY 450 MG TAB               |    581 |   0.09 |  81.05
 227 |  49884001908 | OMEGA-3 ETHYL ESTER 1 GM CA        |    578 |   0.09 |  81.14
 228 |  68382003416 | VENLAFAXINE ER 37.5MG*DNC*         |    576 |   0.09 |  81.23
 229 |  65162037250 | OXYBUTYNIN ER10MG *DNC*TAB         |    574 |   0.09 |  81.32
 230 |  65862057190 | VALSARTAN 80 MG TAB                |    572 |   0.09 |   81.4
 231 |  00904527260 | CALCITRATE + D 315 MG-250          |    570 |   0.09 |  81.49
 232 |  00832061115 | CARBAMAZEpine 200 MG TAB           |    569 |   0.09 |  81.58
 233 |  65862022960 | LAMOTRIGINE 150 MG TABLET          |    560 |   0.09 |  81.66
 234 |  00527135001 | LEVOTHYROXINE 175 MCG TAB          |    558 |   0.09 |  81.75
 235 |  60505015801 | BUPropION HCL 75 MG TAB            |    557 |   0.09 |  81.83
 236 |  16729000101 | GLIMEPIRIDE 1 MG TAB               |    556 |   0.08 |  81.92
 237 |  00378018105 | ALLOPURINOL 300 MG      TAB        |    555 |   0.08 |     82
 238 |  00245021311 | MIDODRINE HCL 10 MG TAB            |    552 |   0.08 |  82.09
 239 |  00597014090 | TRADJENTA 5 MG TAB                 |    552 |   0.08 |  82.17
 240 |  30761004012 | CRANBERRY 250MG CAP                |    551 |   0.08 |  82.26
 241 |  65162044110 | MECLIZINE 12.5 MG TAB              |    550 |   0.08 |  82.34
 242 |  68382003616 | VENLAFAXINE ER 150 MG *DNC*        |    542 |   0.08 |  82.42
 243 |  68585000575 | MAG 64 *DNC*(ORIG)                 |    540 |   0.08 |  82.51
 244 |  24208040319 | OCUVITE LUTEIN CAP                 |    538 |   0.08 |  82.59
 245 |  00536322301 | CITRUS CALCIUM 200 VIT D 25        |    538 |   0.08 |  82.67
 246 |  00527134910 | LEVOTHYROXINE 150 MCG TAB          |    535 |   0.08 |  82.75
 247 |  16729003516 | ANASTROZOLE 1 MG TAB               |    532 |   0.08 |  82.83
 248 |  60505311003 | OLANZAPINE 2.5MG TAB               |    530 |   0.08 |  82.91
 249 |  55111033290 | PANTOPRAZOLE 20 MG*DNC*TAB         |    528 |   0.08 |     83
 250 |  00904765151 | MAPAP PM CAPLET                    |    526 |   0.08 |  83.08
 251 |  00245021111 | MIDODRINE 2.5 MG TAB               |    522 |   0.08 |  83.16
 252 |  66993005704 | HYDROXYCHLOROQUINE 200 MG          |    522 |   0.08 |  83.24
 253 |  65862066230 | ARIPIPRAZOLE 5 MG TAB              |    521 |   0.08 |  83.31
 254 |  60505009400 | DOXAZOSIN MES 2 MG TAB             |    518 |   0.08 |  83.39
 255 |  65862019405 | FLUOXETINE 40 MG CAP               |    516 |   0.08 |  83.47
 256 |  00469260290 | MYRBETRIQ ER 50 MG TAB*DNC*        |    513 |   0.08 |  83.55
 257 |  00185041060 | BUPropION  SR 100 MG TAB*DN        |    510 |   0.08 |  83.63
 258 |  00904548118 | GLUCOS/CHONDROI 500/400 CAP        |    508 |   0.08 |  83.71
 259 |  65862007701 | CIPROFLOXACIN HCL 500MG            |    503 |   0.08 |  83.78
 260 |  68382007901 | HALOPERIDOL 5 MG TAB               |    503 |   0.08 |  83.86
 261 |  00378086005 | CLOZAPINE 100 MG TAB               |    500 |   0.08 |  83.94
 262 |  00143314250 | DOXYCYCLINE HYC100MG CAPS          |    488 |   0.07 |  84.01
 263 |  00456140590 | BYSTOLIC 5 MG TAB                  |    487 |   0.07 |  84.09
 264 |  13107015490 | PAROXETINE HCL 10 MG TAB           |    483 |   0.07 |  84.16
 265 |  47335083683 | GALANTAMINE 16MG ER*DNC* CA        |    483 |   0.07 |  84.23
 266 |  50111044102 | TRAZODONE 150MG TAB                |    480 |   0.07 |  84.31
 267 |  00904319760 | FOLIC ACID 0.4 MG TABLET           |    480 |   0.07 |  84.38
 268 |  00378035101 | HALOPERIDOL 0.5 MG TAB             |    480 |   0.07 |  84.45
 269 |  65862057390 | VALSARTAN 320 MG TAB               |    472 |   0.07 |  84.53
 270 |  57664039588 | VENLAFAXINE HCL 75 MG TAB          |    471 |   0.07 |   84.6
 271 |  37205083715 | OMEPRAZOLE OTC 20MG **UD**         |    470 |   0.07 |  84.67
 272 |  68001024108 | FAMOTIDINE 40 MG TAB               |    470 |   0.07 |  84.74
 273 |  13668004005 | RISPERIDONE 4 MG TAB               |    460 |   0.07 |  84.81
 274 |  65162076211 | WARFARIN SOD 2 MG TAB              |    458 |   0.07 |  84.88
 275 |  60505025103 | TIZANIDINE HCL 2 MG TAB            |    458 |   0.07 |  84.95
 276 |  65162005709 | RALOXIFENE 60MG*DNC*TAB            |    452 |   0.07 |  85.02
 277 |  68001014103 | RAMIPRIL 10 MG CAPSULE             |    452 |   0.07 |  85.09
 278 |  40985027116 | BIOTIN 5000 MCG CAPS               |    452 |   0.07 |  85.16
 279 |  00781502207 | METHYLPREDNISOLONE 4 MG UD         |    441 |   0.07 |  85.23
 280 |  49884012401 | LABETALOL 300 MG TAB               |    436 |   0.07 |  85.29
 281 |  31722053101 | TORSEMIDE 20 MG TAB                |    434 |   0.07 |  85.36
 282 |  57664074588 | REPAGLINIDE 1 MG TAB               |    432 |   0.07 |  85.42
 283 |  65162076411 | WARFARIN SOD 3 MG TAB              |    431 |   0.07 |  85.49
 284 |  00904053160 | MULTIVITAMIN W/IRON TAB            |    431 |   0.07 |  85.56
 285 |  68001021408 | LOVASTATIN 40 MG TAB               |    430 |   0.07 |  85.62
 286 |  13668015590 | ESOMEPRAZOLE DR 40MG CP *DN        |    429 |   0.07 |  85.69
 287 |  00904533260 | ZINC SULFATE 220 MG CAP            |    427 |   0.07 |  85.75
 288 |  49884000901 | ISOSORBIDE DN 30 MG TAB            |    426 |   0.07 |  85.82
 289 |  62175026055 | NIFEDIPine ER 30MG*DNC* TAB        |    426 |   0.07 |  85.88
 290 |  00469260190 | MYRBETRIQ ER 25 MG TAB*DNC*        |    421 |   0.06 |  85.95
 291 |  65597070118 | WELCHOL 625MG TABLET               |    420 |   0.06 |  86.01
 292 |  00591079510 | DICYCLOMINE 20 MG TAB              |    420 |   0.06 |  86.08
 293 |  49884083009 | DILTIAZEM CD 180 MG CAP *DN        |    416 |   0.06 |  86.14
 294 |  16729001901 | MYCOPHENOLATE 500MG*DNC*TAB        |    414 |   0.06 |   86.2
 295 |  60505265601 | TRIAM-HCTZ 37.5-25 TAB             |    412 |   0.06 |  86.26
 296 |  60505252906 | ZIPRASIDONE 40 CAPS                |    412 |   0.06 |  86.33
 297 |  00904027472 | VITAMIN E 400 UNIT SOFTGEL         |    410 |   0.06 |  86.39
 298 |  64679092403 | ENALAPRIL  5 MG TAB                |    407 |   0.06 |  86.45
 299 |  00904264113 | CERTAVITE-ANTIOXIDANT TAB          |    403 |   0.06 |  86.51
 300 |  29300013605 | CLONIDINE 0.2 MG TAB               |    403 |   0.06 |  86.58
 301 |  37205042278 | VITAMIN B COMPLX+VIT C TAB         |    403 |   0.06 |  86.64
