Usage Summary

Rank |        NDC11 | Drug Name                          | Quant. |      % | Cuml %
  46 |  00527134110 | LEVOTHYROXINE 25 MCG TAB           |   3708 |   0.52 |  39.87
  47 |  00781107810 | ATENOLOL 25 MG TAB                 |   3605 |    0.5 |  40.37
  48 |  60505006501 | OMEPRAZOLE DR 20MG*DNC* CAP        |   3558 |    0.5 |  40.87
  49 |  65862024608 | LEVETIRACETAM 500MG TAB            |   3553 |    0.5 |  41.37
  50 |  50111043303 | TRAZODONE 50MG  TAB                |   3529 |   0.49 |  41.86
  51 |  00904323392 | CALCIUM 600+D 400 IU TAB           |   3504 |   0.49 |  42.35
  52 |  45802065087 | LORATADINE 10MG TABLET             |   3366 |   0.47 |  42.82
  53 |  53746054205 | POTASSIUM CL ER10MEQ  CAP *        |   3349 |   0.47 |  43.29
  54 |  65862014205 | CARVEDILOL 3.125 MG TAB            |   3324 |   0.47 |  43.76
  55 |  13668010310 | DONEPEZIL 10 MG TAB                |   3245 |   0.45 |  44.21
  56 |  13666813705 | ESCITALOPRAM 20 MG TAB             |   3234 |   0.45 |  44.66
  57 |  74312002610 | PROBIOTIC (ACIDOLACTO)(ORI         |   3120 |   0.44 |   45.1
  58 |  65862020299 | LOSARTAN 50 MG TAB                 |   3094 |   0.43 |  45.54
  59 |  65862001305 | SERTRALINE 100 MG TAB              |   2966 |   0.42 |  45.95
  60 |  60505258008 | ATORVASTATIN 40MG TAB              |   2903 |   0.41 |  46.36
  61 |  31722023710 | AMLODIPINE 2.5 MG TAB              |   2889 |    0.4 |  46.76
  62 |  65862000505 | CITALOPRAM 10 MG TAB               |   2862 |    0.4 |  47.16
  63 |  57664047458 | METFORMIN 1000 MG TAB              |   2806 |   0.39 |  47.56
  64 |  00603497532 | OXYBUTYNIN 5 MG TAB                |   2797 |   0.39 |  47.95
  65 |  29300013510 | CLONIDINE 0.1 MG TAB               |   2791 |   0.39 |  48.34
  66 |  16729009016 | FINASTERIDE 5MG *DNC*TAB           |   2788 |   0.39 |  48.73
  67 |  00904323292 | CALCIUM 600 MG TABLET              |   2763 |   0.39 |  49.12
  68 |  00904188380 | OYST CAL 500MG     TAB             |   2753 |   0.39 |   49.5
  69 |  65862014305 | CARVEDILOL 6.25 MG TABLET          |   2750 |   0.39 |  49.89
  70 |  00527132401 | DIGOXIN 125 MCG TAB                |   2699 |   0.38 |  50.26
  71 |  60258018501 | POLY IRON 150 CAPS                 |   2690 |   0.38 |  50.64
  72 |  16729000617 | SIMVASTATIN 40 MG TAB              |   2685 |   0.38 |  51.02
  73 |  60505313308 | QUETIAPINE FUM 100MG TAB           |   2653 |   0.37 |  51.39
  74 |  49884082601 | METOPROLOL SUC 50 MG *DNC*         |   2635 |   0.37 |  51.76
  75 |  00904598660 | VITAMIN D3 5000 UNIT CAP           |   2634 |   0.37 |  52.13
  76 |  53746025310 | RANITIDINE 150 MG TAB              |   2629 |   0.37 |  52.49
  77 | #00904518252 | MELATONIN 3 MG TAB                 |   2623 |   0.37 |  52.86
  78 |  30761015540 | MELATONIN 5 MG TABLET              |   2622 |   0.37 |  53.23
  79 |  60505014601 | OMEPRAZOLE DR 40MG*DNC*CAP         |   2622 |   0.37 |   53.6
  80 |  13668003705 | RISPERIDONE 1 MG TAB               |   2592 |   0.36 |  53.96
  81 |  68180051303 | LISINOPRIL 5 MG TAB                |   2565 |   0.36 |  54.32
  82 |  62756079813 | DIVALPROEX  DR 500MG TAB           |   2422 |   0.34 |  54.66
  83 |  16729000417 | SIMVASTATIN 10 MG TAB              |   2401 |   0.34 |  54.99
  84 |  00527134510 | LEVOTHYROXINE  100 MCG TAB         |   2379 |   0.33 |  55.33
  85 |  31722070010 | LOSARTAN 25 MG TAB                 |   2365 |   0.33 |  55.66
  86 |  53746051101 | SPIRONLACTONE 25MG TAB             |   2360 |   0.33 |  55.99
  87 |  13668008105 | MONTELUKAST 10 MG TAB              |   2353 |   0.33 |  56.32
  88 |  00904546080 | OYST CAL 500+D200IU TAB            |   2344 |   0.33 |  56.65
  89 |  00527134410 | LEVOTHYROXINE 88 MCG TAB           |   2322 |   0.33 |  56.97
  90 |  68382003205 | DIVALPROEX DR 250 MG   TAB         |   2309 |   0.32 |   57.3
  91 |  65862065260 | MEMANTINE 5 MG TAB                 |   2219 |   0.31 |  57.61
  92 |  00591065705 | BUSpirONE HCL 5 MG TABLET          |   2066 |   0.29 |   57.9
  93 |  00003089321 | ELIQUIS 2.5 MG TABLET              |   2006 |   0.28 |  58.18
  94 |  23155000210 | HYDRALAZine 25 MG TAB              |   2006 |   0.28 |  58.46
  95 |  65862001105 | SERTRALINE 25 MG TAB               |   1949 |   0.27 |  58.73
  96 |  65862014405 | CARVEDILOL 12.5MG    TAB           |   1909 |   0.27 |     59
  97 |  60505014101 | GLIPIZide 5 MG TABLET              |   1900 |   0.27 |  59.26
  98 |  00904585260 | CETIRIZINE 10 MG TAB               |   1895 |   0.27 |  59.53
  99 |  00603240632 | BACLOFEN 10 MG TABLET              |   1891 |   0.26 |  59.79
 100 |  00093221005 | SUCRALFATE 1 GM TAB                |   1842 |   0.26 |  60.05
 101 |  00527134710 | LEVOTHYROXINE 125 MCG TAB          |   1838 |   0.26 |  60.31
 102 |  30768003304 | FISH OIL 1000 MG CAP *CP*          |   1823 |   0.26 |  60.56
 103 |  68382022705 | AMIODARONE 200 MG TAB              |   1788 |   0.25 |  60.82
 104 |  23155000310 | HYDRALAZine 50 MG TAB              |   1770 |   0.25 |  61.06
 105 |  68462012605 | GABAPENTIN 600 MG TAB              |   1732 |   0.24 |  61.31
 106 |  60505017009 | PRAVASTATIN SOD 40 MG TAB          |   1694 |   0.24 |  61.54
 107 |  00904548652 | CERTAVITE SR +LUTEIN TAB           |   1670 |   0.23 |  61.78
 108 |  50111043403 | TRAZODONE 100MG TAB                |   1608 |   0.23 |     62
 109 |  60258017101 | MAG OXIDE 400 MG TAB               |   1598 |   0.22 |  62.23
 110 |  00603333932 | DIPHENHYDRAMINE 25 MG CAP          |   1592 |   0.22 |  62.45
 111 |  00904201380 | ASPIRIN  325MG EC   TAB *DN        |   1590 |   0.22 |  62.67
 112 |  65862019399 | FLUOXETINE 20 MG CAP               |   1589 |   0.22 |  62.89
 113 |  60505024808 | MIRTAZAPINE 30MG TAB               |   1586 |   0.22 |  63.12
 114 |  00781150610 | ATENOLOL 50 MG TAB                 |   1559 |   0.22 |  63.33
 115 |  62756040203 | PHENYTOIN 100 MG CAP*DNC*          |   1555 |   0.22 |  63.55
 116 |  63824000850 | MUCINEX ER 600 MG *DNC*TAB         |   1546 |   0.22 |  63.77
 117 |  47469000928 | OMEGA-3 1000 MG SOFTGEL            |   1504 |   0.21 |  63.98
 118 |  00904641292 | CALCIUM  500MG CHEW                |   1502 |   0.21 |  64.19
 119 |  00591065805 | BUSpirONE HCL 10 MG TAB            |   1487 |   0.21 |   64.4
 120 |  55111072910 | ALLOPURINOL 100MG    TAB           |   1436 |    0.2 |   64.6
 121 |  65162054450 | PRIMIDONE 50 MG TAB                |   1412 |    0.2 |   64.8
 122 |  29300012810 | HCTZ 25 MG TABLET                  |   1410 |    0.2 |  64.99
 123 |  62175012841 | ISOSORBIDE MN ER 30MG *DNC*        |   1401 |    0.2 |  65.19
 124 |  13668013501 | ESCITALOPRAM 5 MG TAB              |   1400 |    0.2 |  65.39
 125 |  60505016909 | PRAVASTATIN SOD 20 MG TAB          |   1387 |   0.19 |  65.58
 126 |  00003089421 | ELIQUIS 5 MG TABLET                |   1376 |   0.19 |  65.77
 127 |  13107000105 | MIRTAZAPINE 7.5MG TAB              |   1375 |   0.19 |  65.97
 128 |  00591071805 | BUSpirONE HCL 15 MG TAB            |   1369 |   0.19 |  66.16
 129 |  00185064010 | LISINOPRIL 40 MG TAB               |   1362 |   0.19 |  66.35
 130 |  69315021001 | METHENAMINE HIPP 1GM TAB           |   1345 |   0.19 |  66.54
 131 |  00603420928 | LISINOPRIL 2.5 MG TAB              |   1326 |   0.19 |  66.72
 132 |  00904792780 | BISACODYL 5MG EC*DNC*TAB           |   1316 |   0.18 |  66.91
 133 |  65862014505 | CARVEDILOL 25MG    TAB             |   1316 |   0.18 |  67.09
 134 |  60505025203 | TIZANIDINE HCL 4 MG TABLET         |   1304 |   0.18 |  67.27
 135 |  49348052934 | LOPERAMIDE 2 MG TAB                |   1303 |   0.18 |  67.46
 136 |  00603240732 | BACLOFEN 20 MG TABLET              |   1289 |   0.18 |  67.64
 137 |  00904320713 | VITAMIN B-12 500 MCG TABLET        |   1280 |   0.18 |  67.82
 138 |  00536468010 | VITAMIN B-1 100MG TABLET           |   1277 |   0.18 |     68
 139 |  00536101901 | SIMETHICONE  CHEW 80MG             |   1276 |   0.18 |  68.17
 140 |  13107001401 | GLYCOPYRROLATE 1 MG TABLET         |   1274 |   0.18 |  68.35
 141 |  60505011405 | GABAPENTIN 400 MG CAP              |   1258 |   0.18 |  68.53
 142 |  60505014202 | GLIPIZide 10 MG TABLET             |   1216 |   0.17 |   68.7
 143 |  13668011105 | DULOXETINE  DR 60MG *DNC*CP        |   1150 |   0.16 |  68.86
 144 |  00904576960 | APAP 650 MG  ARTH CAPLETS          |   1140 |   0.16 |  69.02
 145 |  00527134610 | LEVOTHYROXINE 112MCG TAB           |   1128 |   0.16 |  69.18
 146 |  37864000021 | DOC SODIUM 100 MG TAB              |   1121 |   0.16 |  69.33
 147 |  49884012301 | LABETALOL 200MG TAB                |   1116 |   0.16 |  69.49
 148 |  00832108000 | BENZTROPINE MES 0.5 MG TAB         |   1114 |   0.16 |  69.65
 149 |  00065804603 | ICAPS AREDS SOFTGEL*CP*            |   1113 |   0.16 |   69.8
 150 |  50458057890 | XARELTO 15MG TAB                   |   1088 |   0.15 |  69.96
 151 |  24208069762 | PRESERVISON AREDS 2 CAP            |   1086 |   0.15 |  70.11
 152 |  74312004233 | CALCIUM 600+VIT D3 800 TAB         |   1076 |   0.15 |  70.26
 153 |  00904791580 | IBUPROFEN 200MG TAB                |   1076 |   0.15 |  70.41
 154 |  68382005105 | MELOXICAM 15 MG TABLET             |   1065 |   0.15 |  70.56
 155 |  13107015590 | PAROXETINE HCL 20 MG TAB           |   1058 |   0.15 |  70.71
 156 |  60505267108 | ATORVASTATIN 80MG TAB              |   1056 |   0.15 |  70.85
 157 |  51248015003 | VESICARE 5 MG TABLET               |   1053 |   0.15 |     71
 158 |  60505311108 | OLANZAPINE 5 MG TAB                |   1043 |   0.15 |  71.15
 159 |  50458057990 | XARELTO 20 MG TABLET               |   1039 |   0.15 |  71.29
 160 |  45802057178 | FEXOFENADINE  180 MG TAB           |   1026 |   0.14 |  71.44
 161 |  03076803553 | CO Q-10 100 MG SOFTGEL*CP*         |   1020 |   0.14 |  71.58
 162 |  16729018217 | HCTZ 12.5MG TAB                    |   1016 |   0.14 |  71.72
 163 |  00527111610 | SODIUM CHLORIDE 1000 MG TAB        |   1010 |   0.14 |  71.86
 164 |  23155050110 | HYDROXYZine HCL 25 MG TAB          |   1001 |   0.14 |     72
 165 |  45963053830 | ONDANSETRON HCL 4 MG TAB           |    994 |   0.14 |  72.14
 166 |  68382005001 | MELOXICAM 7.5 MG TABLET            |    981 |   0.14 |  72.28
 167 |  00832108110 | BENZTROPINE MES 1 MG TABLET        |    971 |   0.14 |  72.42
 168 |  65862022701 | LAMOTRIGINE 25MG TAB               |    964 |   0.14 |  72.55
 169 |  49884012201 | LABETALOL HCL 100MG TAB            |    958 |   0.13 |  72.69
 170 |  59746017210 | PREDNISONE 5 MG  TAB               |    954 |   0.13 |  72.82
 171 |  57237000299 | HCTZ 12.5 CAP                      |    953 |   0.13 |  72.95
 172 |  03076800601 | B-COMPLEX TABLET                   |    948 |   0.13 |  73.09
 173 |  00245021211 | MIDODRINE HCL 5 MG TAB             |    928 |   0.13 |  73.22
 174 |  00536417841 | I-VITE PROTECT TABLET              |    912 |   0.13 |  73.34
 175 |  59746017310 | PREDNISONE 10 MG TAB               |    907 |   0.13 |  73.47
 176 |  00074780419 | K-TAB ER 10 MEQ *DNC* TAB          |    902 |   0.13 |   73.6
 177 |  00185012905 | BUMETANIDE 1 MG                    |    900 |   0.13 |  73.72
 178 |  49884029005 | MEGESTROL 40MG TAB                 |    887 |   0.12 |  73.85
 179 |  13668001105 | CITALOPRAM 40MG TAB                |    880 |   0.12 |  73.97
 180 |  00406048410 | ACETA-COD 300/30 MG TAB            |    880 |   0.12 |  74.09
 181 |  65862024708 | LEVETIRACETAM 750 MG TAB           |    877 |   0.12 |  74.22
 182 |  13668011005 | DULOXETINE  DR 30 MG *DNC*         |    874 |   0.12 |  74.34
 183 |  59746017110 | PREDNISONE 1MG  TAB                |    870 |   0.12 |  74.46
 184 |  31722022505 | GEMFIBROZIL 600 MG TABLET          |    862 |   0.12 |  74.58
 185 |  13668003805 | RISPERIDONE 2 MG TAB               |    862 |   0.12 |   74.7
 186 |  65862024508 | LEVETIRACETAM 250 MG TAB           |    858 |   0.12 |  74.82
 187 |  00597007541 | SPIRIVA 18 MCG CP-HAND (30P        |    840 |   0.12 |  74.94
 188 |  00093031801 | DILTIAZEM 30 MG TAB                |    840 |   0.12 |  75.06
 189 |  00006011254 | JANUVIA 50 MG TAB                  |    840 |   0.12 |  75.17
 190 |  00904585692 | CALCIUM 600 + VIT  D 200           |    836 |   0.12 |  75.29
 191 |  65162044210 | MECLIZINE  25 MG TAB               |    819 |   0.11 |  75.41
 192 |  00904501360 | VITAMIN C 1000 MG TABLET           |    808 |   0.11 |  75.52
 193 |  65862019201 | FLUOXETINE 10 MG CAP               |    794 |   0.11 |  75.63
 194 |  10370051150 | DIVALPROEX ER 500MG*DNC* TA        |    792 |   0.11 |  75.74
 195 |  53746046505 | IBUPROFEN 600 MG*DNC* TAB          |    785 |   0.11 |  75.85
 196 |  00904582360 | VITAMIN D 400 UNITS TAB            |    782 |   0.11 |  75.96
 197 |  57896090110 | ASPIRIN 325 MG TAB                 |    770 |   0.11 |  76.07
 198 |  03076815605 | VITAMIN D3 1000 SOFTGEL CAP        |    770 |   0.11 |  76.18
 199 |  68462012701 | GABAPENTIN 800 MG TAB              |    766 |   0.11 |  76.28
 200 |  40985021324 | CRANBERRY  200 MG CAP              |    764 |   0.11 |  76.39
 201 |  65862022801 | LAMOTRIGINE 100 MG TABLET          |    756 |   0.11 |   76.5
 202 |  65162037150 | OXYBUTYNIN ER 5MG*DNC* TAB         |    755 |   0.11 |   76.6
 203 |  23155000110 | HYDRALAZine 10 MG TAB              |    748 |    0.1 |  76.71
 204 |  00378007801 | CARB-LEVO 10-100 TAB               |    738 |    0.1 |  76.81
 205 |  00536150060 | REGULOID CAP                       |    736 |    0.1 |  76.91
 206 |  62756079613 | DIVALPROEX  125 MG   DR TAB        |    736 |    0.1 |  77.02
 207 |  00536430605 | FIBER-LAX TABS                     |    732 |    0.1 |  77.12
 208 |  66582041454 | ZETIA 10 MG TABLET                 |    731 |    0.1 |  77.22
 209 |  00093031105 | LOPERAMIDE 2 MG CAP                |    730 |    0.1 |  77.32
 210 |  65862057290 | VALSARTAN 160 MG TAB               |    724 |    0.1 |  77.43
 211 |  00228254050 | CARB-LEVO 25-250 TAB               |    720 |    0.1 |  77.53
 212 |  00378161005 | DICYCLOMINE 10 MG CAPS             |    719 |    0.1 |  77.63
 213 |  00597013560 | PRADAXA 150 MG UD CAP              |    716 |    0.1 |  77.73
 214 |  13668003905 | RISPERIDONE 3 MG TAB               |    715 |    0.1 |  77.83
 215 |  53746027205 | SMZ-TMP DS TAB 800-160             |    709 |    0.1 |  77.93
 216 |  49884082701 | METOPROLOL SUC 100MG*DNC*          |    705 |    0.1 |  78.03
 217 |  65162076611 | WARFARIN SOD 5 MG TAB              |    697 |    0.1 |  78.12
 218 |  00185041505 | BUPropION SR150 MG *DNC*           |    690 |    0.1 |  78.22
 219 |  00536509008 | I-VITE TABLET                      |    680 |    0.1 |  78.32
 220 |  00115703302 | FLUDROCORTISONE 0.1 MG TAB         |    677 |   0.09 |  78.41
 221 |  68382003510 | VENLAFAXINE ER 75 MG*DNC* C        |    668 |   0.09 |   78.5
 222 |  10370010150 | BUPropION XL150 MG *DNC*           |    664 |   0.09 |   78.6
 223 |  00781151601 | POTASSIUM CL ER 8MEQ  TAB          |    663 |   0.09 |  78.69
 224 |  69097012315 | TOPIRAMATE 50 MG*DNC*TAB           |    658 |   0.09 |  78.78
 225 |  02507716971 | ESTER C 500MG TAB                  |    658 |   0.09 |  78.87
 226 |  49884082909 | DILTIAZEM CD  120 MG CAP *D        |    652 |   0.09 |  78.96
 227 |  00054009825 | OXCARBAZEPINE 300 MG TAB           |    648 |   0.09 |  79.06
 228 |  51991074990 | DUTASTERIDE 0.5 MG CAP             |    647 |   0.09 |  79.15
 229 |  00093725652 | GLIMEPIRIDE 4 MG TABLET            |    628 |   0.09 |  79.23
 230 |  68462019590 | PRAVASTATIN SOD 10 MG TAB          |    627 |   0.09 |  79.32
 231 |  00185007210 | LOVASTATIN 20 MG TAB               |    620 |   0.09 |  79.41
 232 |  00832108210 | BENZTROPINE MES 2 MG TAB           |    613 |   0.09 |  79.49
 233 |  00603576928 | SOTALOL 80 MG TAB                  |    612 |   0.09 |  79.58
 234 |  65862006499 | METOPROLOL TART 100 MG             |    608 |   0.09 |  79.67
 235 |  60505313508 | QUETIAPINE FUM 200 MG TAB          |    604 |   0.08 |  79.75
 236 |  65162076311 | WARFARIN SOD 2.5 MG TAB            |    602 |   0.08 |  79.83
 237 |  03160402717 | VITAMIN B-12 1000 MCG SUBLI        |    600 |   0.08 |  79.92
 238 |  65862065401 | ENTACAPONE 200 MG TAB              |    596 |   0.08 |     80
 239 |  65862001901 | CEPHALEXIN 500 MG CAP              |    594 |   0.08 |  80.09
 240 |  54505033105 | HYDROCORTISONE 5 MG TAB            |    592 |   0.08 |  80.17
 241 |  64679092503 | ENALAPRIL 10 MG TAB                |    590 |   0.08 |  80.25
 242 |  53746046405 | IBUPROFEN 400 MG TAB               |    590 |   0.08 |  80.33
 243 |  37000014343 | ALIGN CAPSULE(ORIG 28'S)           |    588 |   0.08 |  80.42
 244 |  10370051050 | DIVALPROEX  ER 250MG*DNC*TA        |    584 |   0.08 |   80.5
 245 |  00006027754 | JANUVIA 100 MG TAB                 |    582 |   0.08 |  80.58
 246 |  57896084501 | CRANBERRY 450 MG TAB               |    581 |   0.08 |  80.66
 247 |  00054009725 | OXCARBAZEPINE 150 MG TAB           |    578 |   0.08 |  80.74
 248 |  49884001908 | OMEGA-3 ETHYL ESTER 1 GM CA        |    578 |   0.08 |  80.82
 249 |  68382003416 | VENLAFAXINE ER 37.5MG*DNC*         |    576 |   0.08 |   80.9
 250 |  65162037250 | OXYBUTYNIN ER10MG *DNC*TAB         |    574 |   0.08 |  80.98
 251 |  65862057190 | VALSARTAN 80 MG TAB                |    572 |   0.08 |  81.06
 252 |  00904527260 | CALCITRATE + D 315 MG-250          |    570 |   0.08 |  81.14
 253 |  00832061115 | CARBAMAZEpine 200 MG TAB           |    569 |   0.08 |  81.22
 254 |  65862022960 | LAMOTRIGINE 150 MG TABLET          |    560 |   0.08 |   81.3
 255 |  00527135001 | LEVOTHYROXINE 175 MCG TAB          |    558 |   0.08 |  81.38
 256 |  60505015801 | BUPropION HCL 75 MG TAB            |    557 |   0.08 |  81.46
 257 |  16729000101 | GLIMEPIRIDE 1 MG TAB               |    556 |   0.08 |  81.54
 258 |  00378018105 | ALLOPURINOL 300 MG      TAB        |    555 |   0.08 |  81.61
 259 |  00245021311 | MIDODRINE HCL 10 MG TAB            |    552 |   0.08 |  81.69
 260 |  00597014090 | TRADJENTA 5 MG TAB                 |    552 |   0.08 |  81.77
 261 |  30761004012 | CRANBERRY 250MG CAP                |    551 |   0.08 |  81.84
 262 |  65162044110 | MECLIZINE 12.5 MG TAB              |    550 |   0.08 |  81.92
 263 |  68382003616 | VENLAFAXINE ER 150 MG *DNC*        |    542 |   0.08 |     82
 264 |  68585000575 | MAG 64 *DNC*(ORIG)                 |    540 |   0.08 |  82.07
 265 |  00536322301 | CITRUS CALCIUM 200 VIT D 25        |    538 |   0.08 |  82.15
 266 |  24208040319 | OCUVITE LUTEIN CAP                 |    538 |   0.08 |  82.22
 267 |  00527134910 | LEVOTHYROXINE 150 MCG TAB          |    535 |   0.07 |   82.3
 268 |  16729003516 | ANASTROZOLE 1 MG TAB               |    532 |   0.07 |  82.37
 269 |  60505311003 | OLANZAPINE 2.5MG TAB               |    530 |   0.07 |  82.45
 270 |  55111033290 | PANTOPRAZOLE 20 MG*DNC*TAB         |    528 |   0.07 |  82.52
 271 |  00904765151 | MAPAP PM CAPLET                    |    526 |   0.07 |   82.6
 272 |  00245021111 | MIDODRINE 2.5 MG TAB               |    522 |   0.07 |  82.67
 273 |  66993005704 | HYDROXYCHLOROQUINE 200 MG          |    522 |   0.07 |  82.74
 274 |  65862066230 | ARIPIPRAZOLE 5 MG TAB              |    521 |   0.07 |  82.81
 275 |  60505009400 | DOXAZOSIN MES 2 MG TAB             |    518 |   0.07 |  82.89
 276 |  65862019405 | FLUOXETINE 40 MG CAP               |    516 |   0.07 |  82.96
 277 |  00469260290 | MYRBETRIQ ER 50 MG TAB*DNC*        |    513 |   0.07 |  83.03
 278 |  00185041060 | BUPropION  SR 100 MG TAB*DN        |    510 |   0.07 |   83.1
 279 |  00904548118 | GLUCOS/CHONDROI 500/400 CAP        |    508 |   0.07 |  83.17
 280 |  68382007901 | HALOPERIDOL 5 MG TAB               |    503 |   0.07 |  83.24
 281 |  65862007701 | CIPROFLOXACIN HCL 500MG            |    503 |   0.07 |  83.31
 282 |  00378086005 | CLOZAPINE 100 MG TAB               |    500 |   0.07 |  83.38
 283 |  00093220405 | METOCLOPRAMIDE 5 MG TABLET         |    496 |   0.07 |  83.45
 284 |  00143314250 | DOXYCYCLINE HYC100MG CAPS          |    488 |   0.07 |  83.52
 285 |  00456140590 | BYSTOLIC 5 MG TAB                  |    487 |   0.07 |  83.59
 286 |  13107015490 | PAROXETINE HCL 10 MG TAB           |    483 |   0.07 |  83.66
 287 |  47335083683 | GALANTAMINE 16MG ER*DNC* CA        |    483 |   0.07 |  83.73
 288 |  00378035101 | HALOPERIDOL 0.5 MG TAB             |    480 |   0.07 |  83.79
 289 |  50111044102 | TRAZODONE 150MG TAB                |    480 |   0.07 |  83.86
 290 |  00904319760 | FOLIC ACID 0.4 MG TABLET           |    480 |   0.07 |  83.93
 291 |  65862057390 | VALSARTAN 320 MG TAB               |    472 |   0.07 |  83.99
 292 |  57664039588 | VENLAFAXINE HCL 75 MG TAB          |    471 |   0.07 |  84.06
 293 |  37205083715 | OMEPRAZOLE OTC 20MG **UD**         |    470 |   0.07 |  84.13
 294 |  68001024108 | FAMOTIDINE 40 MG TAB               |    470 |   0.07 |  84.19
 295 |  13668004005 | RISPERIDONE 4 MG TAB               |    460 |   0.06 |  84.26
 296 |  65162076211 | WARFARIN SOD 2 MG TAB              |    458 |   0.06 |  84.32
 297 |  60505025103 | TIZANIDINE HCL 2 MG TAB            |    458 |   0.06 |  84.38
 298 |  40985027116 | BIOTIN 5000 MCG CAPS               |    452 |   0.06 |  84.45
 299 |  68001014103 | RAMIPRIL 10 MG CAPSULE             |    452 |   0.06 |  84.51
 300 |  65162005709 | RALOXIFENE 60MG*DNC*TAB            |    452 |   0.06 |  84.57
 301 |  00781502207 | METHYLPREDNISOLONE 4 MG UD         |    441 |   0.06 |  84.64
