Usage Summary

Rank |        NDC11 | Drug Name                          | Quant. |      % | Cuml %
  29 |  60505313208 | QUETIAPINE FUM 50 MG TAB (TAB)     |   9353 |   0.64 |  29.68
  30 |  00904582460 | VITAMIN D 1,000 IU TAB (TAB)       |   9303 |   0.64 |  30.32
  31 |  13668010210 | DONEPEZIL 5 MG TAB (TAB)           |   9295 |   0.64 |  30.96
  32 |  60505257908 | ATORVASTATIN 20MG TAB (TAB)        |   9277 |   0.64 |  31.59
  33 |  00527134310 | LEVOTHYROXINE 75 MCG TAB (TAB)     |   9132 |   0.63 |  32.22
  34 |  00904323392 | CALCIUM 600+D 400 IU TAB (TAB)     |   8976 |   0.62 |  32.84
  35 |  13668001005 | CITALOPRAM 20MG TAB (TAB)          |   8831 |   0.61 |  33.44
  36 |  00378207510 | LISINOPRIL 20 MG TAB (TAB)         |   8625 |   0.59 |  34.03
  37 |  13668010310 | DONEPEZIL 10 MG TAB (TAB)          |   8623 |   0.59 |  34.62
  38 |  60505024708 | MIRTAZAPINE 15 MG TAB (TAB)        |   8463 |   0.58 |   35.2
  39 |  00603421132 | LISINOPRIL 10 MG TAB (TAB)         |   8455 |   0.58 |  35.78
  40 |  00904052380 | VITAMIN C 500 MG TAB (TAB)         |   8306 |   0.57 |  36.35
  41 |  49884082501 | METOPROLOL SUC 25 MG *DNC* (TAB)   |   8137 |   0.56 |  36.91
  42 |  13668013605 | ESCITALOPRAM 10 MG TAB (TAB)       |   7850 |   0.54 |  37.45
  43 |  65862024608 | LEVETIRACETAM 500MG TAB (TAB)      |   7744 |   0.53 |  37.98
  44 |  00527134110 | LEVOTHYROXINE 25 MCG TAB (TAB)     |   7639 |   0.52 |  38.51
  45 |  74312002610 | PROBIOTIC (ACIDO,LACTO)(ORI (TAB)  |   7440 |   0.51 |  39.02
  46 |  65862020299 | LOSARTAN 50 MG TAB (TAB)           |   7431 |   0.51 |  39.53
  47 |  00781107810 | ATENOLOL 25 MG TAB (TAB)           |   7392 |   0.51 |  40.03
  48 |  60505006501 | OMEPRAZOLE DR 20MG*DNC* CAP (CAP)  |   7353 |    0.5 |  40.54
  49 |  65862001205 | SERTRALINE 50 MG TAB (TAB)         |   7303 |    0.5 |  41.04
  50 |  04142000007 | FLORASTOR 250 MG CAPS (CAP)        |   7035 |   0.48 |  41.52
  51 |  00904598660 | VITAMIN D3 5,000 UNIT CAP (CAP)    |   6970 |   0.48 |     42
  52 |  57664047458 | METFORMIN 1,000 MG TAB (TAB)       |   6954 |   0.48 |  42.47
  53 |  13668003605 | RISPERIDONE 0.5 MG TAB (TAB)       |   6953 |   0.48 |  42.95
  54 |  00904323292 | CALCIUM 600 MG TABLET (TAB)        |   6765 |   0.46 |  43.42
  55 |  55111053205 | DIVALPROEX 125 MG *DNC*CAP (CAP)   |   6717 |   0.46 |  43.88
  56 |  31722023710 | AMLODIPINE 2.5 MG TAB (TAB)        |   6473 |   0.44 |  44.32
  57 |  65862014205 | CARVEDILOL  3.125MG TAB (TAB)      |   6412 |   0.44 |  44.76
  58 |  65862001305 | SERTRALINE 100 MG TAB (TAB)        |   6369 |   0.44 |   45.2
  59 |  00904518252 | MELATONIN 3 MG TAB (TAB)           |   6308 |   0.43 |  45.63
  60 |  00603497532 | OXYBUTYNIN 5 MG TAB (TAB)          |   6269 |   0.43 |  46.06
  61 |  00904188380 | OYST CAL 500MG     TAB (TAB)       |   6217 |   0.43 |  46.49
  62 |  29300013510 | CLONIDINE 0.1 MG TAB (TAB)         |   6154 |   0.42 |  46.91
  63 |  45802065087 | LORATADINE 10MG TABLET (TAB)       |   6115 |   0.42 |  47.33
  64 |  50111043303 | TRAZODONE 50MG        TAB (TAB)    |   6085 |   0.42 |  47.74
  65 |  65862014305 | CARVEDILOL 6.25 MG TABLET (TAB)    |   6046 |   0.41 |  48.16
  66 |  60258018501 | POLY IRON 150 CAPS (CAP)           |   5889 |    0.4 |  48.56
  67 |  53746054205 | POTASSIUM CL ER10MEQ  CAP * (CAP)  |   5831 |    0.4 |  48.96
  68 |  53746025310 | RANITIDINE 150 MG TAB (TAB)        |   5826 |    0.4 |  49.36
  69 |  65862014405 | CARVEDILOL 12.5MG    TAB (TAB)     |   5710 |   0.39 |  49.75
  70 |  13668013705 | ESCITALOPRAM 20 MG TAB (TAB)       |   5680 |   0.39 |  50.14
  71 |  16729009016 | FINASTERIDE 5MG *DNC*TAB (TAB)     |   5461 |   0.37 |  50.52
  72 |  00527134510 | LEVOTHYROXINE  100 MCG (TAB)       |   5400 |   0.37 |  50.89
  73 |  00527132401 | DIGOXIN 125 MCG TAB (TAB)          |   5365 |   0.37 |  51.26
  74 |  68180051303 | LISINOPRIL 5 MG TAB (TAB)          |   5320 |   0.36 |  51.62
  75 |  00456342890 | NAMENDA XR28MG*DNC* (CAP)          |   5229 |   0.36 |  51.98
  76 |  65862000505 | CITALOPRAM 10 MG TAB (TAB)         |   5183 |   0.36 |  52.33
  77 |  65862065399 | MEMANTINE 10 MG TAB (TAB)          |   5157 |   0.35 |  52.69
  78 |  00904546080 | OYST CAL 500+D200IU TAB (TAB)      |   5049 |   0.35 |  53.03
  79 |  49884082601 | METOPROLOL SUC 50 MG *DNC* (TAB)   |   5029 |   0.34 |  53.38
  80 |  16729000617 | SIMVASTATIN 40 MG TAB (TAB)        |   4999 |   0.34 |  53.72
  81 |  62756079813 | DIVALPROEX  DR 500MG TAB (TAB)     |   4882 |   0.33 |  54.06
  82 |  60505014601 | OMEPRAZOLE DR 40MG*DNC*CAP (CAP)   |   4836 |   0.33 |  54.39
  83 |  60505258008 | ATORVASTATIN 40MG TAB (TAB)        |   4795 |   0.33 |  54.72
  84 |  60258017101 | MAG OXIDE 400 MG TAB (TAB)         |   4686 |   0.32 |  55.04
  85 |  30761015540 | MELATONIN 5 MG TABLET (TAB)        |   4614 |   0.32 |  55.36
  86 |  00603240632 | BACLOFEN 10 MG TABLET (TAB)        |   4586 |   0.31 |  55.67
  87 |  16729000417 | SIMVASTATIN 10 MG TAB (TAB)        |   4500 |   0.31 |  55.98
  88 |  68382003205 | DIVALPROEX DR 250 MG   TAB (TAB)   |   4497 |   0.31 |  56.29
  89 |  30768003304 | FISH OIL 1000 MG        CAP (CAP)  |   4475 |   0.31 |  56.59
  90 |  65862001105 | SERTRALINE 25 MG TAB (TAB)         |   4459 |   0.31 |   56.9
  91 |  60505014101 | GLIPIZide 5 MG TABLET (TAB)        |   4419 |    0.3 |   57.2
  92 |  00527134410 | LEVOTHYROXINE 88 MCG TABLET (TAB)  |   4383 |    0.3 |   57.5
  93 |  00185064010 | LISINOPRIL 40 MG TAB (TAB)         |   4364 |    0.3 |   57.8
  94 |  31722070010 | LOSARTAN 25 MG TAB (TAB)           |   4257 |   0.29 |  58.09
  95 |  23155000210 | HYDRALAZine 25 MG TAB (TAB)        |   4254 |   0.29 |  58.39
  96 |  00904201380 | ASPIRIN  325MG EC   TAB *DN (TAB)  |   4100 |   0.28 |  58.67
  97 |  00904548652 | CERTAVITE SR +LUTEIN TAB (TAB)     |   4068 |   0.28 |  58.95
  98 |  00904641292 | CALCIUM  500MG CHEW (TAB)          |   4018 |   0.28 |  59.22
  99 |  55111072910 | ALLOPURINOL 100MG    TAB (TAB)     |   3985 |   0.27 |  59.49
 100 |  60505313308 | QUETIAPINE FUM 100MG TAB (TAB)     |   3955 |   0.27 |  59.77
 101 |  23155000310 | HYDRALAZine 50 MG TAB (TAB)        |   3853 |   0.26 |  60.03
 102 |  13668008105 | MONTELUKAST 10 MG TAB (TAB)        |   3777 |   0.26 |  60.29
 103 |  60505016909 | PRAVASTATIN SOD 20 MG TAB (TAB)    |   3734 |   0.26 |  60.55
 104 |  68382022705 | AMIODARONE HCL 200 MG TAB (TAB)    |   3612 |   0.25 |  60.79
 105 |  62175012841 | ISOSORBIDE MN ER 30MG *DNC* (TAB)  |   3603 |   0.25 |  61.04
 106 |  13668013501 | ESCITALOPRAM 5 MG TAB (TAB)        |   3593 |   0.25 |  61.29
 107 |  13668003705 | RISPERIDONE 1 MG TAB (TAB)         |   3571 |   0.24 |  61.53
 108 |  00093221005 | SUCRALFATE 1 GM TAB (TAB)          |   3567 |   0.24 |  61.78
 109 |  53746051101 | SPIRONLACTONE 25MG TAB (TAB)       |   3549 |   0.24 |  62.02
 110 |  00603240732 | BACLOFEN 20 MG TABLET (TAB)        |   3542 |   0.24 |  62.26
 111 |  00527134710 | LEVOTHYROXINE 125 MCG TAB (TAB)    |   3496 |   0.24 |   62.5
 112 |  50111043403 | TRAZODONE 100MG     TAB (TAB)      |   3471 |   0.24 |  62.74
 113 |  47469000928 | OMEGA-3 1,000 MG SOFTGEL (CAP)     |   3445 |   0.24 |  62.98
 114 |  00591065705 | BUSpirONE HCL 5 MG TABLET (TAB)    |   3387 |   0.23 |  63.21
 115 |  00003089321 | ELIQUIS 2.5 MG TABLET (TAB)        |   3362 |   0.23 |  63.44
 116 |  60505017009 | PRAVASTATIN SOD 40 MG TAB (TAB)    |   3344 |   0.23 |  63.67
 117 |  68462012605 | GABAPENTIN 600MG        TAB (TAB)  |   3289 |   0.23 |  63.89
 118 |  49348052934 | LOPERAMIDE 2 MG TAB (TAB)          |   3279 |   0.22 |  64.12
 119 |  65862065260 | MEMANTINE 5 MG TAB (TAB)           |   3260 |   0.22 |  64.34
 120 |  62756040203 | PHENYTOIN 100 MG CAP*DNC* (CAP)    |   3195 |   0.22 |  64.56
 121 |  43199002001 | METHENAMINE HIPP 1GM TAB (TAB)     |   3178 |   0.22 |  64.78
 122 |  60505263301 | CETIRIZINE 10 MG TAB (TAB)         |   3170 |   0.22 |     65
 123 |  00781150610 | ATENOLOL 50 MG TAB (TAB)           |   3044 |   0.21 |  65.21
 124 |  13107000105 | MIRTAZAPINE 7.5MG TAB (TAB)        |   3025 |   0.21 |  65.41
 125 |  60505025202 | TIZANIDINE HCL 4 MG TABLET (TAB)   |   2992 |   0.21 |  65.62
 126 |  24208069762 | PRESERVISON AREDS 2 CAP (CAP)      |   2978 |    0.2 |  65.82
 127 |  65862014505 | CARVEDILOL 25MG    TAB (TAB)       |   2961 |    0.2 |  66.03
 128 |  63824000850 | MUCINEX ER 600 MG *DNC*TAB (TAB)   |   2960 |    0.2 |  66.23
 129 |  60505024808 | MIRTAZAPINE 30MG TAB (TAB)         |   2952 |    0.2 |  66.43
 130 |  59746017210 | PREDNISONE 5 MG  TAB (TAB)         |   2856 |    0.2 |  66.63
 131 |  29300012810 | HCTZ 25 MG TABLET (TAB)            |   2842 |   0.19 |  66.82
 132 |  00904791580 | IBUPROFEN 200MG TAB (TAB)          |   2830 |   0.19 |  67.02
 133 |  68382005105 | MELOXICAM 15 MG TABLET (TAB)       |   2755 |   0.19 |   67.2
 134 |  65862019399 | FLUOXETINE 20 MG CAP (CAP)         |   2736 |   0.19 |  67.39
 135 |  00904586960 | DOC SODIUM 100 MG TAB (TAB)        |   2602 |   0.18 |  67.57
 136 |  00003089421 | ELIQUIS 5 MG TABLET (TAB)          |   2520 |   0.17 |  67.74
 137 |  60505014202 | GLIPIZide 10 MG TABLET (TAB)       |   2519 |   0.17 |  67.92
 138 |  00536468010 | VITAMIN B-1 100MG TABLET (TAB)     |   2507 |   0.17 |  68.09
 139 |  30761004012 | CRANBERRY 250MG CAP (CAP)          |   2474 |   0.17 |  68.26
 140 |  00904585692 | CALCIUM 600 + VIT  D 200 (TAB)     |   2449 |   0.17 |  68.43
 141 |  00065804603 | ICAPS AREDS SOFTGEL (CAP)          |   2439 |   0.17 |  68.59
 142 |  00536417841 | I-VITE PROTECT TABLET (TAB)        |   2437 |   0.17 |  68.76
 143 |  00603420928 | LISINOPRIL 2.5 MG TAB (TAB)        |   2435 |   0.17 |  68.93
 144 |  16729018217 | HCTZ 12.5MG TAB (TAB)              |   2425 |   0.17 |  69.09
 145 |  13107001401 | GLYCOPYRROLATE 1 MG TABLET (TAB)   |   2392 |   0.16 |  69.26
 146 |  00904320713 | VITAMIN B-12 500 MCG TABLET (TAB)  |   2369 |   0.16 |  69.42
 147 |  00527134610 | LEVOTHYROXINE 112MCG (TAB)         |   2307 |   0.16 |  69.58
 148 |  00536509008 | I-VITE TABLET (TAB)                |   2302 |   0.16 |  69.74
 149 |  00536150060 | REGULOID CAP (CAP)                 |   2300 |   0.16 |  69.89
 150 |  24385036881 | NAPROXEN 220 MG TAB (TAB)          |   2292 |   0.16 |  70.05
 151 |  00591065805 | BUSpirONE HCL 10 MG TAB (TAB)      |   2279 |   0.16 |  70.21
 152 |  50458057890 | XARELTO 15MG TAB (TAB)             |   2248 |   0.15 |  70.36
 153 |  47335073713 | BUPropION SR150 MG *DNC* (TAB)     |   2240 |   0.15 |  70.52
 154 |  13668003805 | RISPERIDONE 2 MG TAB (TAB)         |   2239 |   0.15 |  70.67
 155 |  13668011105 | DULOXETINE  DR 60MG *DNC*CP (CAP)  |   2225 |   0.15 |  70.82
 156 |  00245021211 | MIDODRINE HCL 5 MG TAB (TAB)       |   2223 |   0.15 |  70.97
 157 |  00603333932 | DIPHENHYDRAMINE 25 MG CAP (CAP)    |   2202 |   0.15 |  71.12
 158 |  65862024508 | LEVETIRACETAM 250 MG TAB (TAB)     |   2176 |   0.15 |  71.27
 159 |  00536101901 | SIMETHICONE  CHEW 80MG (TAB)       |   2165 |   0.15 |  71.42
 160 |  00904576960 | APAP 650 MG  ARTH CAPLETS (TAB)    |   2152 |   0.15 |  71.57
 161 |  29300012410 | MELOXICAM 7.5 MG TABLET (TAB)      |   2149 |   0.15 |  71.72
 162 |  74312004233 | CALCIUM 600+VIT D3 800 TAB (TAB)   |   2091 |   0.14 |  71.86
 163 |  51248015003 | VESICARE 5 MG TABLET (TAB)         |   2076 |   0.14 |     72
 164 |  50458057990 | XARELTO 20 MG TABLET (TAB)         |   2050 |   0.14 |  72.14
 165 |  00378086005 | CLOZAPINE 100 MG TAB (TAB)         |   2009 |   0.14 |  72.28
 166 |  57237000299 | HCTZ 12.5 CAP (CAP)                |   1994 |   0.14 |  72.42
 167 |  03076803553 | CO Q-10 100 MG SOFTGEL (CAP)       |   1985 |   0.14 |  72.55
 168 |  13107015590 | PAROXETINE HCL 20 MG TAB (TAB)     |   1972 |   0.14 |  72.69
 169 |  23155000110 | HYDRALAZine 10 MG TAB (TAB)        |   1962 |   0.13 |  72.82
 170 |  60505011405 | GABAPENTIN 400MG CAP (CAP)         |   1951 |   0.13 |  72.96
 171 |  03076800601 | B-COMPLEX TABLET (TAB)             |   1934 |   0.13 |  73.09
 172 |  40985021324 | CRANBERRY  200 MG CAP (CAP)        |   1922 |   0.13 |  73.22
 173 |  13668001105 | CITALOPRAM 40MG TAB (TAB)          |   1891 |   0.13 |  73.35
 174 |  00603576928 | SOTALOL 80 MG TAB (TAB)            |   1891 |   0.13 |  73.48
 175 |  00591071805 | BUSpirONE HCL 15 MG TAB (TAB)      |   1886 |   0.13 |  73.61
 176 |  31722022505 | GEMFIBROZIL 600 MG TABLET (TAB)    |   1884 |   0.13 |  73.74
 177 |  65862057290 | VALSARTAN 160 MG TAB (TAB)         |   1882 |   0.13 |  73.87
 178 |  63304045830 | ONDANSETRON HCL 4 MG TAB (TAB)     |   1881 |   0.13 |     74
 179 |  65162054450 | PRIMIDONE 50 MG TAB (TAB)          |   1867 |   0.13 |  74.13
 180 |  68382003510 | VENLAFAXINE ER 75 MG*DNC* C (CAP)  |   1866 |   0.13 |  74.25
 181 |  62756079613 | DIVALPROEX  125 MG   DR TAB (TAB)  |   1852 |   0.13 |  74.38
 182 |  49884012201 | LABETALOL HCL 100MG TAB (TAB)      |   1809 |   0.12 |  74.51
 183 |  00527111610 | SODIUM CHLORIDE 1000 MG TAB (TAB)  |   1794 |   0.12 |  74.63
 184 |  53746046505 | IBUPROFEN 600 MG*DNC* TAB (TAB)    |   1781 |   0.12 |  74.75
 185 |  00603243321 | BENZTROPINE MES 0.5 MG TAB (TAB)   |   1757 |   0.12 |  74.87
 186 |  65862019201 | FLUOXETINE 10 MG CAP (CAP)         |   1728 |   0.12 |  74.99
 187 |  65862024708 | LEVETIRACETAM 750 MG TAB (TAB)     |   1724 |   0.12 |  75.11
 188 |  66582041454 | ZETIA 10 MG TABLET (TAB)           |   1698 |   0.12 |  75.22
 189 |  00832108110 | BENZTROPINE MES 1 MG TABLET (TAB)  |   1665 |   0.11 |  75.34
 190 |  00115703301 | FLUDROCORTISONE 0.1 MG TAB (TAB)   |   1661 |   0.11 |  75.45
 191 |  00597007541 | SPIRIVA 18 MCG CP-HAND (30P (CAP)  |   1650 |   0.11 |  75.57
 192 |  00054008826 | CALCIUM ACETATE 667 MG CAP (CAP)   |   1638 |   0.11 |  75.68
 193 |  00904582360 | VITAMIN D 400 UNITS TAB (TAB)      |   1628 |   0.11 |  75.79
 194 |  00093031905 | DILTIAZEM 60 MG TABLET *DNC (TAB)  |   1624 |   0.11 |   75.9
 195 |  23155050110 | HYDROXYZine HCL 25 MG TAB (TAB)    |   1605 |   0.11 |  76.01
 196 |  64980016201 | BETHANECHOL 25 MG TAB (TAB)        |   1585 |   0.11 |  76.12
 197 |  65862006499 | METOPROLOL TART 100 MG (TAB)       |   1577 |   0.11 |  76.23
 198 |  60505267108 | ATORVASTATIN 80MG TAB (TAB)        |   1577 |   0.11 |  76.34
 199 |  13668011005 | DULOXETINE  DR 30 MG *DNC* (CAP)   |   1531 |    0.1 |  76.44
 200 |  59746017110 | PREDNISONE 1MG  TAB (TAB)          |   1525 |    0.1 |  76.55
 201 |  00378018105 | ALLOPURINOL 300 MG      TAB (TAB)  |   1504 |    0.1 |  76.65
 202 |  00093031105 | LOPERAMIDE 2 MG CAP (CAP)          |   1503 |    0.1 |  76.75
 203 |  23155000401 | HYDRALAZine 100 MG TAB (TAB)       |   1458 |    0.1 |  76.85
 204 |  03076815605 | VITAMIN D3 1000 SOFTGEL CAP (CAP)  |   1445 |    0.1 |  76.95
 205 |  00904792780 | BISACODYL 5MG EC*DNC*TAB (TAB)     |   1439 |    0.1 |  77.05
 206 |  38485086335 | THERMOTABS TABLET (TAB)            |   1434 |    0.1 |  77.15
 207 |  03160402717 | VITAMIN B-12 1000 MCG SUBLI (TAB)  |   1409 |    0.1 |  77.24
 208 |  65162037150 | OXYBUTYNIN ER 5MG*DNC* TAB (TAB)   |   1406 |    0.1 |  77.34
 209 |  69097012315 | TOPIRAMATE 50 MG*DNC*TAB (TAB)     |   1406 |    0.1 |  77.44
 210 |  49884001908 | OMEGA-3 ETHYL ESTER 1 GM CA (CAP)  |   1403 |    0.1 |  77.53
 211 |  55111033290 | PANTOPRAZOLE 20 MG*DNC*TAB (TAB)   |   1397 |    0.1 |  77.63
 212 |  68001021408 | LOVASTATIN 40 MG TAB (TAB)         |   1394 |    0.1 |  77.72
 213 |  65162044110 | MECLIZINE 12.5 MG TAB (TAB)        |   1392 |    0.1 |  77.82
 214 |  49884082909 | DILTIAZEM CD  120 MG CAP *D (CAP)  |   1385 |   0.09 |  77.92
 215 |  68585000575 | MAG 64 *DNC*(ORIG) (TAB)           |   1380 |   0.09 |  78.01
 216 |  13668003905 | RISPERIDONE 3 MG TAB (TAB)         |   1370 |   0.09 |   78.1
 217 |  65862022801 | LAMOTRIGINE 100 MG TABLET (TAB)    |   1365 |   0.09 |   78.2
 218 |  60505015801 | BUPropION HCL 75 MG TAB (TAB)      |   1357 |   0.09 |  78.29
 219 |  60505311003 | OLANZAPINE 2.5MG TAB (TAB)         |   1352 |   0.09 |  78.38
 220 |  45802057178 | FEXOFENADINE  180 MG TAB (TAB)     |   1350 |   0.09 |  78.48
 221 |  59746017310 | PREDNISONE 10 MG TAB (TAB)         |   1347 |   0.09 |  78.57
 222 |  00228253850 | CARB-LEVO 10-100 TAB (TAB)         |   1338 |   0.09 |  78.66
 223 |  68462025501 | ROPINIROLE HCL 1MG  TAB (TAB)      |   1338 |   0.09 |  78.75
 224 |  53746046405 | IBUPROFEN 400 MG TAB (TAB)         |   1338 |   0.09 |  78.84
 225 |  00469260190 | MYRBETRIQ ER 25 MG TAB*DNC* (TAB)  |   1336 |   0.09 |  78.94
 226 |  68001022408 | LOVASTATIN 20 MG TAB (TAB)         |   1330 |   0.09 |  79.03
 227 |  68001000700 | GABAPENTIN 800MG         TA (TAB)  |   1327 |   0.09 |  79.12
 228 |  00904501360 | VITAMIN C 1,000 MG TABLET (TAB)    |   1323 |   0.09 |  79.21
 229 |  49884082701 | METOPROLOL SUC 100MG*DNC* (TAB)    |   1322 |   0.09 |   79.3
 230 |  00054009825 | OXCARBAZEPINE 300 MG TAB (TAB)     |   1315 |   0.09 |  79.39
 231 |  00781151601 | POTASSIUM CL ER 8MEQ  TAB (TAB)    |   1311 |   0.09 |  79.48
 232 |  65162037250 | OXYBUTYNIN ER10MG *DNC*TAB (TAB)   |   1306 |   0.09 |  79.57
 233 |  40985021104 | VITAMIN B-12 1000MCG TR TAB (TAB)  |   1292 |   0.09 |  79.66
 234 |  60505311108 | OLANZAPINE 5 MG TAB (TAB)          |   1273 |   0.09 |  79.74
 235 |  65862057390 | VALSARTAN 320 MG TAB (TAB)         |   1272 |   0.09 |  79.83
 236 |  49884012401 | LABETALOL 300 MG TAB (TAB)         |   1264 |   0.09 |  79.92
 237 |  00074780419 | K-TAB ER 10 MEQ *DNC* TAB (TAB)    |   1254 |   0.09 |     80
 238 |  47335083683 | GALANTAMINE 16MG ER*DNC* CA (CAP)  |   1249 |   0.09 |  80.09
 239 |  57896090110 | ASPIRIN 325 MG TAB (TAB)           |   1244 |   0.09 |  80.18
 240 |  65862022960 | LAMOTRIGINE 150 MG TABLET (TAB)    |   1235 |   0.08 |  80.26
 241 |  00832061115 | CARBAMAZEpine 200 MG TAB (TAB)     |   1234 |   0.08 |  80.34
 242 |  29300013605 | CLONIDINE 0.2 MG TAB (TAB)         |   1225 |   0.08 |  80.43
 243 |  00527134910 | LEVOTHYROXINE 150 MCG TAB (TAB)    |   1219 |   0.08 |  80.51
 244 |  49884012301 | LABETALOL 200MG TAB (TAB)          |   1213 |   0.08 |   80.6
 245 |  00591236701 | RALOXIFENE HCL 60MG *DNC*TA (TAB)  |   1206 |   0.08 |  80.68
 246 |  65862001901 | CEPHALEXIN 500 MG CAP (CAP)        |   1206 |   0.08 |  80.76
 247 |  64679092503 | ENALAPRIL 10 MG TAB (TAB)          |   1203 |   0.08 |  80.84
 248 |  10370051050 | DIVALPROEX  ER 250MG*DNC*TA (TAB)  |   1195 |   0.08 |  80.93
 249 |  00597014090 | TRADJENTA 5 MG TAB (TAB)           |   1191 |   0.08 |  81.01
 250 |  65862007701 | CIPROFLOXACIN HCL 500MG (TAB)      |   1185 |   0.08 |  81.09
 251 |  00536430605 | FIBER-LAX TABS (TAB)               |   1182 |   0.08 |  81.17
 252 |  00006027754 | JANUVIA 100 MG TAB (TAB)           |   1181 |   0.08 |  81.25
 253 |  10370051150 | DIVALPROEX ER 500MG*DNC* TA (TAB)  |   1181 |   0.08 |  81.33
 254 |  00093031801 | DILTIAZEM 30 MG TAB (TAB)          |   1178 |   0.08 |  81.41
 255 |  37205083715 | OMEPRAZOLE OTC 20MG **UD** (TAB)   |   1172 |   0.08 |  81.49
 256 |  60505265601 | TRIAM-HCTZ 37.5-25 MG TAB (TAB)    |   1172 |   0.08 |  81.57
 257 |  00904027760 | VITAMIN E 1,000  GELCAP (CAP)      |   1164 |   0.08 |  81.65
 258 |  00245021111 | MIDODRINE 2.5 MG TAB (TAB)         |   1154 |   0.08 |  81.73
 259 |  16729000101 | GLIMEPIRIDE 1 MG TAB (TAB)         |   1154 |   0.08 |  81.81
 260 |  24208040319 | OCUVITE LUTEIN CAP (CAP)           |   1150 |   0.08 |  81.89
 261 |  00378061601 | THIORIDAZINE 50 MG TAB (TAB)       |   1147 |   0.08 |  81.97
 262 |  65862022701 | LAMOTRIGINE 25MG TAB (TAB)         |   1140 |   0.08 |  82.05
 263 |  02507716971 | ESTER C 500MG TAB (TAB)            |   1126 |   0.08 |  82.12
 264 |  00904560413 | FISH OIL 500 MG OMEGA3 SOFT (CAP)  |   1119 |   0.08 |   82.2
 265 |  10370010250 | BUPropIONXL 300 MG *DNC* (TAB)     |   1118 |   0.08 |  82.28
 266 |  00185012905 | BUMETANIDE 1 MG (TAB)              |   1117 |   0.08 |  82.35
 267 |  13107015490 | PAROXETINE HCL 10 MG TAB (TAB)     |   1100 |   0.08 |  82.43
 268 | #62175026155 | NIFEDIPine ER 60MG*DNC* TAB (TAB)  |   1099 |   0.08 |   82.5
 269 |  65162044210 | MECLIZINE  25 MG TAB (TAB)         |   1096 |   0.08 |  82.58
 270 |  53746027205 | SMZ-TMP DS TAB 800-160 (TAB)       |   1090 |   0.07 |  82.65
