Usage Summary

Rank |        NDC11 | Drug Name                          | Quant. |      % | Cuml %
  46 |  49884082601 | METOPROLOL SUC 50 MG *DNC*         |   2635 |   0.64 |  48.61
  47 |  53746025310 | RANITIDINE 150 MG TAB              |   2629 |   0.64 |  49.25
  48 |  60505014601 | OMEPRAZOLE DR 40MG*DNC*CAP         |   2622 |   0.63 |  49.89
  49 |  30761015540 | MELATONIN 5 MG TABLET              |   2622 |   0.63 |  50.52
  50 |  13668003705 | RISPERIDONE 1 MG TAB               |   2592 |   0.63 |  51.15
  51 |  68180051303 | LISINOPRIL 5 MG TAB                |   2565 |   0.62 |  51.77
  52 |  62756079813 | DIVALPROEX  DR 500MG TAB           |   2422 |   0.59 |  52.36
  53 |  16729000417 | SIMVASTATIN 10 MG TAB              |   2401 |   0.58 |  52.94
  54 |  31722070010 | LOSARTAN 25 MG TAB                 |   2365 |   0.57 |  53.51
  55 |  53746051101 | SPIRONLACTONE 25MG TAB             |   2360 |   0.57 |  54.08
  56 |  13668008105 | MONTELUKAST 10 MG TAB              |   2353 |   0.57 |  54.65
  57 |  68382003205 | DIVALPROEX DR 250 MG   TAB         |   2309 |   0.56 |  55.21
  58 |  65862065260 | MEMANTINE 5 MG TAB                 |   2219 |   0.54 |  55.75
  59 |  23155000210 | HYDRALAZine 25 MG TAB              |   2006 |   0.49 |  56.23
  60 |  65862001105 | SERTRALINE 25 MG TAB               |   1949 |   0.47 |  56.71
  61 |  65862014405 | CARVEDILOL 12.5MG    TAB           |   1909 |   0.46 |  57.17
  62 |  60505014101 | GLIPIZide 5 MG TABLET              |   1900 |   0.46 |  57.63
  63 |  30768003304 | FISH OIL 1000 MG CAP *CP*          |   1823 |   0.44 |  58.07
  64 |  68382022705 | AMIODARONE 200 MG TAB              |   1788 |   0.43 |   58.5
  65 |  23155000310 | HYDRALAZine 50 MG TAB              |   1770 |   0.43 |  58.93
  66 |  68462012605 | GABAPENTIN 600 MG TAB              |   1732 |   0.42 |  59.35
  67 |  60505017009 | PRAVASTATIN SOD 40 MG TAB          |   1694 |   0.41 |  59.76
  68 |  50111043403 | TRAZODONE 100MG TAB                |   1608 |   0.39 |  60.15
  69 |  60258017101 | MAG OXIDE 400 MG TAB               |   1598 |   0.39 |  60.54
  70 |  65862019399 | FLUOXETINE 20 MG CAP               |   1589 |   0.38 |  60.92
  71 |  60505024808 | MIRTAZAPINE 30MG TAB               |   1586 |   0.38 |  61.31
  72 |  62756040203 | PHENYTOIN 100 MG CAP*DNC*          |   1555 |   0.38 |  61.68
  73 |  63824000850 | MUCINEX ER 600 MG *DNC*TAB         |   1546 |   0.37 |  62.06
  74 |  47469000928 | OMEGA-3 1000 MG SOFTGEL            |   1504 |   0.36 |  62.42
  75 |  55111072910 | ALLOPURINOL 100MG    TAB           |   1436 |   0.35 |  62.77
  76 |  65162054450 | PRIMIDONE 50 MG TAB                |   1412 |   0.34 |  63.11
  77 |  29300012810 | HCTZ 25 MG TABLET                  |   1410 |   0.34 |  63.45
  78 |  62175012841 | ISOSORBIDE MN ER 30MG *DNC*        |   1401 |   0.34 |  63.79
  79 |  13668013501 | ESCITALOPRAM 5 MG TAB              |   1400 |   0.34 |  64.13
  80 |  60505016909 | PRAVASTATIN SOD 20 MG TAB          |   1387 |   0.34 |  64.47
  81 |  13107000105 | MIRTAZAPINE 7.5MG TAB              |   1375 |   0.33 |   64.8
  82 |  69315021001 | METHENAMINE HIPP 1GM TAB           |   1345 |   0.33 |  65.12
  83 |  65862014505 | CARVEDILOL 25MG    TAB             |   1316 |   0.32 |  65.44
  84 |  60505025203 | TIZANIDINE HCL 4 MG TABLET         |   1304 |   0.32 |  65.76
  85 |  49348052934 | LOPERAMIDE 2 MG TAB                |   1303 |   0.32 |  66.07
  86 |  13107001401 | GLYCOPYRROLATE 1 MG TABLET         |   1274 |   0.31 |  66.38
  87 |  60505011405 | GABAPENTIN 400 MG CAP              |   1258 |    0.3 |  66.69
  88 |  60505014202 | GLIPIZide 10 MG TABLET             |   1216 |   0.29 |  66.98
  89 |  13668011105 | DULOXETINE  DR 60MG *DNC*CP        |   1150 |   0.28 |  67.26
  90 |  37864000021 | DOC SODIUM 100 MG TAB              |   1121 |   0.27 |  67.53
  91 |  49884012301 | LABETALOL 200MG TAB                |   1116 |   0.27 |   67.8
  92 |  50458057890 | XARELTO 15MG TAB                   |   1088 |   0.26 |  68.07
  93 |  24208069762 | PRESERVISON AREDS 2 CAP            |   1086 |   0.26 |  68.33
  94 |  74312004233 | CALCIUM 600+VIT D3 800 TAB         |   1076 |   0.26 |  68.59
  95 |  68382005105 | MELOXICAM 15 MG TABLET             |   1065 |   0.26 |  68.85
  96 |  13107015590 | PAROXETINE HCL 20 MG TAB           |   1058 |   0.26 |   69.1
  97 |  60505267108 | ATORVASTATIN 80MG TAB              |   1056 |   0.26 |  69.36
  98 |  51248015003 | VESICARE 5 MG TABLET               |   1053 |   0.25 |  69.61
  99 |  60505311108 | OLANZAPINE 5 MG TAB                |   1043 |   0.25 |  69.87
 100 |  50458057990 | XARELTO 20 MG TABLET               |   1039 |   0.25 |  70.12
 101 |  45802057178 | FEXOFENADINE  180 MG TAB           |   1026 |   0.25 |  70.37
 102 |  16729018217 | HCTZ 12.5MG TAB                    |   1016 |   0.25 |  70.61
 103 |  23155050110 | HYDROXYZine HCL 25 MG TAB          |   1001 |   0.24 |  70.85
 104 |  45963053830 | ONDANSETRON HCL 4 MG TAB           |    994 |   0.24 |   71.1
 105 |  68382005001 | MELOXICAM 7.5 MG TABLET            |    981 |   0.24 |  71.33
 106 |  65862022701 | LAMOTRIGINE 25MG TAB               |    964 |   0.23 |  71.57
 107 |  49884012201 | LABETALOL HCL 100MG TAB            |    958 |   0.23 |   71.8
 108 |  59746017210 | PREDNISONE 5 MG  TAB               |    954 |   0.23 |  72.03
 109 |  57237000299 | HCTZ 12.5 CAP                      |    953 |   0.23 |  72.26
 110 |  59746017310 | PREDNISONE 10 MG TAB               |    907 |   0.22 |  72.48
 111 |  49884029005 | MEGESTROL 40MG TAB                 |    887 |   0.21 |  72.69
 112 |  13668001105 | CITALOPRAM 40MG TAB                |    880 |   0.21 |  72.91
 113 |  65862024708 | LEVETIRACETAM 750 MG TAB           |    877 |   0.21 |  73.12
 114 |  13668011005 | DULOXETINE  DR 30 MG *DNC*         |    874 |   0.21 |  73.33
 115 |  59746017110 | PREDNISONE 1MG  TAB                |    870 |   0.21 |  73.54
 116 |  31722022505 | GEMFIBROZIL 600 MG TABLET          |    862 |   0.21 |  73.75
 117 |  13668003805 | RISPERIDONE 2 MG TAB               |    862 |   0.21 |  73.96
 118 |  65862024508 | LEVETIRACETAM 250 MG TAB           |    858 |   0.21 |  74.17
 119 |  65162044210 | MECLIZINE  25 MG TAB               |    819 |    0.2 |  74.37
 120 |  65862019201 | FLUOXETINE 10 MG CAP               |    794 |   0.19 |  74.56
 121 |  10370051150 | DIVALPROEX ER 500MG*DNC* TA        |    792 |   0.19 |  74.75
 122 |  53746046505 | IBUPROFEN 600 MG*DNC* TAB          |    785 |   0.19 |  74.94
 123 |  57896090110 | ASPIRIN 325 MG TAB                 |    770 |   0.19 |  75.13
 124 |  68462012701 | GABAPENTIN 800 MG TAB              |    766 |   0.19 |  75.31
 125 |  40985021324 | CRANBERRY  200 MG CAP              |    764 |   0.19 |   75.5
 126 |  65862022801 | LAMOTRIGINE 100 MG TABLET          |    756 |   0.18 |  75.68
 127 |  65162037150 | OXYBUTYNIN ER 5MG*DNC* TAB         |    755 |   0.18 |  75.86
 128 |  23155000110 | HYDRALAZine 10 MG TAB              |    748 |   0.18 |  76.04
 129 |  62756079613 | DIVALPROEX  125 MG   DR TAB        |    736 |   0.18 |  76.22
 130 |  66582041454 | ZETIA 10 MG TABLET                 |    731 |   0.18 |   76.4
 131 |  65862057290 | VALSARTAN 160 MG TAB               |    724 |   0.18 |  76.57
 132 |  13668003905 | RISPERIDONE 3 MG TAB               |    715 |   0.17 |  76.75
 133 |  53746027205 | SMZ-TMP DS TAB 800-160             |    709 |   0.17 |  76.92
 134 |  49884082701 | METOPROLOL SUC 100MG*DNC*          |    705 |   0.17 |  77.09
 135 |  65162076611 | WARFARIN SOD 5 MG TAB              |    697 |   0.17 |  77.26
 136 |  68382003510 | VENLAFAXINE ER 75 MG*DNC* C        |    668 |   0.16 |  77.42
 137 |  10370010150 | BUPropION XL150 MG *DNC*           |    664 |   0.16 |  77.58
 138 |  69097012315 | TOPIRAMATE 50 MG*DNC*TAB           |    658 |   0.16 |  77.74
 139 |  49884082909 | DILTIAZEM CD  120 MG CAP *D        |    652 |   0.16 |   77.9
 140 |  51991074990 | DUTASTERIDE 0.5 MG CAP             |    647 |   0.16 |  78.06
 141 |  68462019590 | PRAVASTATIN SOD 10 MG TAB          |    627 |   0.15 |  78.21
 142 |  65862006499 | METOPROLOL TART 100 MG             |    608 |   0.15 |  78.35
 143 |  60505313508 | QUETIAPINE FUM 200 MG TAB          |    604 |   0.15 |   78.5
 144 |  65162076311 | WARFARIN SOD 2.5 MG TAB            |    602 |   0.15 |  78.65
 145 |  65862065401 | ENTACAPONE 200 MG TAB              |    596 |   0.14 |  78.79
 146 |  65862001901 | CEPHALEXIN 500 MG CAP              |    594 |   0.14 |  78.93
 147 |  54505033105 | HYDROCORTISONE 5 MG TAB            |    592 |   0.14 |  79.08
 148 |  53746046405 | IBUPROFEN 400 MG TAB               |    590 |   0.14 |  79.22
 149 |  64679092503 | ENALAPRIL 10 MG TAB                |    590 |   0.14 |  79.36
 150 |  37000014343 | ALIGN CAPSULE(ORIG 28'S)           |    588 |   0.14 |  79.51
 151 |  10370051050 | DIVALPROEX  ER 250MG*DNC*TA        |    584 |   0.14 |  79.65
 152 |  57896084501 | CRANBERRY 450 MG TAB               |    581 |   0.14 |  79.79
 153 |  49884001908 | OMEGA-3 ETHYL ESTER 1 GM CA        |    578 |   0.14 |  79.93
 154 |  68382003416 | VENLAFAXINE ER 37.5MG*DNC*         |    576 |   0.14 |  80.07
 155 |  65162037250 | OXYBUTYNIN ER10MG *DNC*TAB         |    574 |   0.14 |  80.21
 156 |  65862057190 | VALSARTAN 80 MG TAB                |    572 |   0.14 |  80.35
 157 |  65862022960 | LAMOTRIGINE 150 MG TABLET          |    560 |   0.14 |  80.48
 158 |  60505015801 | BUPropION HCL 75 MG TAB            |    557 |   0.13 |  80.62
 159 |  16729000101 | GLIMEPIRIDE 1 MG TAB               |    556 |   0.13 |  80.75
 160 |  30761004012 | CRANBERRY 250MG CAP                |    551 |   0.13 |  80.88
 161 |  65162044110 | MECLIZINE 12.5 MG TAB              |    550 |   0.13 |  81.02
 162 |  68382003616 | VENLAFAXINE ER 150 MG *DNC*        |    542 |   0.13 |  81.15
 163 |  68585000575 | MAG 64 *DNC*(ORIG)                 |    540 |   0.13 |  81.28
 164 |  24208040319 | OCUVITE LUTEIN CAP                 |    538 |   0.13 |  81.41
 165 |  16729003516 | ANASTROZOLE 1 MG TAB               |    532 |   0.13 |  81.54
 166 |  60505311003 | OLANZAPINE 2.5MG TAB               |    530 |   0.13 |  81.67
 167 |  55111033290 | PANTOPRAZOLE 20 MG*DNC*TAB         |    528 |   0.13 |  81.79
 168 |  66993005704 | HYDROXYCHLOROQUINE 200 MG          |    522 |   0.13 |  81.92
 169 |  65862066230 | ARIPIPRAZOLE 5 MG TAB              |    521 |   0.13 |  82.05
 170 |  60505009400 | DOXAZOSIN MES 2 MG TAB             |    518 |   0.13 |  82.17
 171 |  65862019405 | FLUOXETINE 40 MG CAP               |    516 |   0.12 |   82.3
 172 |  68382007901 | HALOPERIDOL 5 MG TAB               |    503 |   0.12 |  82.42
 173 |  65862007701 | CIPROFLOXACIN HCL 500MG            |    503 |   0.12 |  82.54
 174 |  13107015490 | PAROXETINE HCL 10 MG TAB           |    483 |   0.12 |  82.66
 175 |  47335083683 | GALANTAMINE 16MG ER*DNC* CA        |    483 |   0.12 |  82.77
 176 |  50111044102 | TRAZODONE 150MG TAB                |    480 |   0.12 |  82.89
 177 |  65862057390 | VALSARTAN 320 MG TAB               |    472 |   0.11 |  83.01
 178 |  57664039588 | VENLAFAXINE HCL 75 MG TAB          |    471 |   0.11 |  83.12
 179 |  68001024108 | FAMOTIDINE 40 MG TAB               |    470 |   0.11 |  83.23
 180 |  37205083715 | OMEPRAZOLE OTC 20MG **UD**         |    470 |   0.11 |  83.35
 181 |  13668004005 | RISPERIDONE 4 MG TAB               |    460 |   0.11 |  83.46
 182 |  60505025103 | TIZANIDINE HCL 2 MG TAB            |    458 |   0.11 |  83.57
 183 |  65162076211 | WARFARIN SOD 2 MG TAB              |    458 |   0.11 |  83.68
 184 |  65162005709 | RALOXIFENE 60MG*DNC*TAB            |    452 |   0.11 |  83.79
 185 |  40985027116 | BIOTIN 5000 MCG CAPS               |    452 |   0.11 |   83.9
 186 |  68001014103 | RAMIPRIL 10 MG CAPSULE             |    452 |   0.11 |  84.01
 187 |  49884012401 | LABETALOL 300 MG TAB               |    436 |   0.11 |  84.11
 188 |  31722053101 | TORSEMIDE 20 MG TAB                |    434 |   0.11 |  84.22
 189 |  57664074588 | REPAGLINIDE 1 MG TAB               |    432 |    0.1 |  84.32
 190 |  65162076411 | WARFARIN SOD 3 MG TAB              |    431 |    0.1 |  84.43
 191 |  68001021408 | LOVASTATIN 40 MG TAB               |    430 |    0.1 |  84.53
 192 |  13668015590 | ESOMEPRAZOLE DR 40MG CP *DN        |    429 |    0.1 |  84.64
 193 |  49884000901 | ISOSORBIDE DN 30 MG TAB            |    426 |    0.1 |  84.74
 194 |  62175026055 | NIFEDIPine ER 30MG*DNC* TAB        |    426 |    0.1 |  84.84
 195 |  65597070118 | WELCHOL 625MG TABLET               |    420 |    0.1 |  84.94
 196 |  49884083009 | DILTIAZEM CD 180 MG CAP *DN        |    416 |    0.1 |  85.04
 197 |  16729001901 | MYCOPHENOLATE 500MG*DNC*TAB        |    414 |    0.1 |  85.15
 198 |  60505252906 | ZIPRASIDONE 40 CAPS                |    412 |    0.1 |  85.24
 199 |  60505265601 | TRIAM-HCTZ 37.5-25 TAB             |    412 |    0.1 |  85.34
 200 |  64679092403 | ENALAPRIL  5 MG TAB                |    407 |    0.1 |  85.44
 201 |  29300013605 | CLONIDINE 0.2 MG TAB               |    403 |    0.1 |  85.54
 202 |  37205042278 | VITAMIN B COMPLX+VIT C TAB         |    403 |    0.1 |  85.64
 203 |  38485086335 | THERMOTABS TABLET                  |    398 |    0.1 |  85.73
 204 |  49884072401 | HYDROXYUREA 500 MG CAP             |    396 |    0.1 |  85.83
 205 |  60505024908 | MIRTAZAPINE 45MG TAB               |    395 |    0.1 |  85.93
 206 |  16252061630 | ROSUVASTATIN 10 MG TAB             |    393 |    0.1 |  86.02
 207 |  51991038490 | FOLBIC TABLET                      |    392 |   0.09 |  86.12
 208 |  10370010250 | BUPropIONXL 300 MG *DNC*           |    388 |   0.09 |  86.21
 209 |  59762151703 | CELECOXIB 200 MG CAP               |    384 |   0.09 |   86.3
 210 |  68462025501 | ROPINIROLE HCL 1MG  TAB            |    382 |   0.09 |   86.4
 211 |  40985021104 | VITAMIN B-12 1000MCG TR TAB        |    380 |   0.09 |  86.49
 212 |  51248015103 | VESICARE 10 MG TABLET              |    372 |   0.09 |  86.58
 213 |  50111046701 | PROPRANOLOL 10 MG TAB              |    371 |   0.09 |  86.67
 214 |  60505016601 | FLUVOXAMINE MALEATE 100 MG         |    370 |   0.09 |  86.76
 215 |  60505313901 | QUETIAPINE FUM 400 MG TAB          |    364 |   0.09 |  86.85
 216 |  64597030160 | NUEDEXTA 20-10 MG CAPSULE          |    364 |   0.09 |  86.93
 217 |  60505254306 | GALANTAMINE HBR 8 MG TAB           |    362 |   0.09 |  87.02
 218 |  29300012601 | BISOPROLOL 5 MG TAB                |    350 |   0.08 |  87.11
 219 |  60505314008 | OLANZAPINE 20 MG TABLET            |    348 |   0.08 |  87.19
 220 |  45802042578 | FEXOFENADINE 60 MG TABLET          |    348 |   0.08 |  87.27
 221 |  68001014203 | RAMIPRIL 2.5 MG CAP                |    346 |   0.08 |  87.36
 222 |  60505009500 | DOXAZOSIN MES 4MG TAB              |    344 |   0.08 |  87.44
 223 |  68462026005 | VERAPAMIL ER 240MG*DNC* TAB        |    342 |   0.08 |  87.52
 224 |  31722053305 | METHOCARBAMOL 500 MG TAB           |    342 |   0.08 |  87.61
 225 |  49884083109 | DILTIAZEM 24hr CD240MG CP *        |    341 |   0.08 |  87.69
 226 |  64764024060 | AMITIZA 24MCG *DNC* SOFTGEL        |    340 |   0.08 |  87.77
 227 |  69387011905 | BENZONATATE 100 MG *DNC*CAP        |    339 |   0.08 |  87.85
 228 |  65862039010 | ONDANSETRON ODT 4 MG TAB           |    333 |   0.08 |  87.93
 229 |  51991060401 | VITAMIN D2 50000U*DNC *SOF         |    329 |   0.08 |  88.01
 230 |  65162076511 | WARFARIN SOD 4 MG TAB              |    322 |   0.08 |  88.09
 231 |  40985022481 | GLUCOSAMINE/CHOND 750/600MG        |    316 |   0.08 |  88.17
 232 |  57664039388 | VENLAFAXINE HCL 37.5 MG TAB        |    316 |   0.08 |  88.25
 233 |  47781030701 | NITROFURANTOIN MCR 50MG*DNC        |    315 |   0.08 |  88.32
 234 |  68462035205 | HYDROXYZine HCL 10 MG TAB          |    314 |   0.08 |   88.4
 235 |  53746046605 | IBUPROFEN 800 MG *DNC*TAB          |    314 |   0.08 |  88.47
 236 |  11845007552 | CALCIUM 500 VIT D 400              |    314 |   0.08 |  88.55
 237 |  16252061730 | ROSUVASTATIN 20 MG TAB             |    310 |   0.08 |  88.62
 238 |  65862023060 | LAMOTRIGINE 200 MG TABLET          |    310 |   0.08 |   88.7
 239 |  74098527112 | VITAMIN B-12 2500 MCG SUBL         |    310 |   0.08 |  88.78
 240 |  49884098501 | NATEGLINIDE 120 MG TABLET          |    309 |   0.07 |  88.85
 241 |  60505015701 | BUPropION HCL 100 MG TAB           |    309 |   0.07 |  88.92
 242 |  68462027501 | DESMOPRESSIN ACETATE 0.1 MG        |    308 |   0.07 |     89
 243 |  62756014202 | METFORMIN  ER 500 MG TABLET        |    308 |   0.07 |  89.07
 244 |  13668010960 | DULOXETINE DR 20MG*DNC CAP         |    303 |   0.07 |  89.15
 245 |  64980012950 | FLORANEX BOTTLE (ORIG)             |    300 |   0.07 |  89.22
 246 |  59746011506 | PROCHLORPERAZINE 10 MG TAB         |    296 |   0.07 |  89.29
 247 |  51991077290 | LANSOPRAZOLE DR30MG *DNC*CA        |    294 |   0.07 |  89.36
 248 |  54629000020 | CRANBERRY 500 MG SOFTGEL           |    290 |   0.07 |  89.43
 249 |  59746038606 | TERAZOSIN 10 MG CAP                |    288 |   0.07 |   89.5
 250 |  59746038506 | TERAZOSIN 5 MG CAP                 |    288 |   0.07 |  89.57
 251 |  74312002832 | MELATONIN 1 MG TAB                 |    288 |   0.07 |  89.64
 252 |  65162075310 | BENAZEPRIL HCL 20 MG TAB           |    288 |   0.07 |  89.71
 253 |  23155000401 | HYDRALAZine 100 MG TAB             |    288 |   0.07 |  89.78
 254 |  51991079406 | RIVASTIGMINE 3 MG CAPSULE          |    288 |   0.07 |  89.85
 255 |  59762151603 | CELECOXIB 100 MG CAP               |    286 |   0.07 |  89.92
 256 |  65862066530 | ARIPIPRAZOLE 20 MG TAB             |    284 |   0.07 |  89.99
 257 |  24208063211 | PRESERVISION/LUTEIN SOFT*CP        |    283 |   0.07 |  90.06
 258 |  64679092603 | ENALAPRIL 20 MG TAB                |    282 |   0.07 |  90.13
 259 |  43292055606 | CALCIUM CITRATE 250 MG CAPL        |    280 |   0.07 |  90.19
 260 |  64896066201 | RYTARY ER 36.25 MG-145 MG*D        |    280 |   0.07 |  90.26
 261 |  60505311308 | OLANZAPINE 10 MG TABLET            |    278 |   0.07 |  90.33
 262 |  63044062201 | RENO CAPS                          |    275 |   0.07 |   90.4
 263 |  13811060690 | TL-HEM 150 CAPLET                  |    274 |   0.07 |  90.46
 264 |  23155017801 | ISOSORBIDE MN ER 60MG *DNC         |    274 |   0.07 |  90.53
 265 |  65597010390 | BENICAR 20 MG TABLET               |    272 |   0.07 |  90.59
 266 |  69097022416 | ALENDRONATE SOD 70MG TAB *D        |    268 |   0.06 |  90.66
 267 |  68462010960 | TOPIRAMATE 100 MG*DNC*TAB          |    268 |   0.06 |  90.72
 268 |  68180036209 | FENOFIBRATE 54 MG TAB              |    266 |   0.06 |  90.79
 269 |  13107015690 | PAROXETINE HCL 30 MG TABLET        |    266 |   0.06 |  90.85
 270 |  54505033210 | HYDROCORTISONE 10 MG TABLET        |    264 |   0.06 |  90.92
 271 |  49884023211 | DONEPEZIL HCL 23 MG TAB *DN        |    263 |   0.06 |  90.98
 272 |  23155006505 | METRONIDAZOLE 500 MG TABLET        |    262 |   0.06 |  91.04
 273 |  65862066330 | ARIPIPRAZOLE 10 MG TAB             |    259 |   0.06 |  91.11
 274 |  68382008001 | HALOPERIDOL 10 MG TABLET           |    258 |   0.06 |  91.17
 275 |  55111032890 | NATEGLINIDE 60 MG TABLET           |    258 |   0.06 |  91.23
 276 |  68462025401 | ROPINIROLE HCL 0.5 MG TAB          |    256 |   0.06 |  91.29
 277 |  68180036309 | FENOFIBRATE 160 MG TAB             |    254 |   0.06 |  91.36
 278 |  60505016501 | FLUVOXAMINE MALEATE 50 MG T        |    254 |   0.06 |  91.42
 279 |  68462034690 | LEVOCETIRIZINE 5 MG TAB            |    253 |   0.06 |  91.48
 280 |  66685100100 | AMOX-CLAV 875-125 MG TA            |    253 |   0.06 |  91.54
 281 |  31184514818 | VITAMIN B12 5000 MCG  SUBLI        |    252 |   0.06 |   91.6
 282 |  42865030602 | ZENPEP DR 10000 UNITS CAP          |    252 |   0.06 |  91.66
 283 |  49884064001 | METHIMAZOLE 5 MG TABLET            |    251 |   0.06 |  91.72
 284 |  64980018210 | SODIUM BICARB 650MG *DNC* T        |    246 |   0.06 |  91.78
 285 |  13107015790 | PAROXETINE HCL 40 MG TAB           |    246 |   0.06 |  91.84
 286 |  66582031254 | VYTORIN 10-20 MG TABLET            |    242 |   0.06 |   91.9
 287 |  68462025801 | ROPINIROLE HCL 4MG TAB             |    240 |   0.06 |  91.96
 288 |  68682020025 | CARBIDOPA 25 MG TAB                |    240 |   0.06 |  92.02
 289 |  23155011101 | PROPRANOLOL 20 MG TAB              |    240 |   0.06 |  92.07
 290 |  65862031560 | LEVETIRACETAM 1000MG TAB           |    238 |   0.06 |  92.13
 291 |  64980016201 | BETHANECHOL 25 MG TAB              |    236 |   0.06 |  92.19
 292 |  40985022713 | MAGNESIUM OXIDE 250 MG TAB         |    234 |   0.06 |  92.25
 293 |  68001023900 | CLONIDINE 0.3 MG TAB               |    234 |   0.06 |   92.3
 294 |  24385036881 | NAPROXEN 220 MG TAB                |    233 |   0.06 |  92.36
 295 |  53746051401 | SPIRONOLACTONE  50MG TAB           |    232 |   0.06 |  92.41
 296 |  23155010310 | METFORMIN HCL 850 MG TAB           |    232 |   0.06 |  92.47
 297 |  53746025401 | RANITIDNE 300 MG TAB               |    232 |   0.06 |  92.53
 298 |  31722030201 | ALFUZOSIN HCL ER 10MG*DNC*T        |    232 |   0.06 |  92.58
 299 |  30768000676 | FOLIC ACID 800 MCG TAB             |    229 |   0.06 |  92.64
 300 |  53489017601 | ALBUTEROL SULF 2MG TAB             |    228 |   0.06 |  92.69
