Missing Fast Movers: Drugs NOT In the Dosis Machine With Usage Rank <= 250

Rank |        NDC11 | Drug Name                          | Quant.
 192 |  49884072401 | HYDROXYUREA 500 MG CAP             |    396
 193 |  60505024908 | MIRTAZAPINE 45MG TAB               |    395
 194 |  16252061630 | ROSUVASTATIN 10 MG TAB             |    393
 195 |  51991038490 | FOLBIC TABLET                      |    392
 196 |  10370010250 | BUPropIONXL 300 MG *DNC*           |    388
 197 |  59762151703 | CELECOXIB 200 MG CAP               |    384
 198 |  68462025501 | ROPINIROLE HCL 1MG  TAB            |    382
 199 |  40985021104 | VITAMIN B-12 1000MCG TR TAB        |    380
 200 |  51248015103 | VESICARE 10 MG TABLET              |    372
 201 |  50111046701 | PROPRANOLOL 10 MG TAB              |    371
 202 |  60505016601 | FLUVOXAMINE MALEATE 100 MG         |    370
 203 |  60505313901 | QUETIAPINE FUM 400 MG TAB          |    364
 204 |  64597030160 | NUEDEXTA 20-10 MG CAPSULE          |    364
 205 |  60505254306 | GALANTAMINE HBR 8 MG TAB           |    362
 206 |  29300012601 | BISOPROLOL 5 MG TAB                |    350
 207 |  60505314008 | OLANZAPINE 20 MG TABLET            |    348
 208 |  45802042578 | FEXOFENADINE 60 MG TABLET          |    348
 209 |  68001014203 | RAMIPRIL 2.5 MG CAP                |    346
 210 |  60505009500 | DOXAZOSIN MES 4MG TAB              |    344
 211 |  31722053305 | METHOCARBAMOL 500 MG TAB           |    342
 212 |  68462026005 | VERAPAMIL ER 240MG*DNC* TAB        |    342
 213 |  49884083109 | DILTIAZEM 24hr CD240MG CP *        |    341
 214 |  64764024060 | AMITIZA 24MCG *DNC* SOFTGEL        |    340
 215 |  65862039010 | ONDANSETRON ODT 4 MG TAB           |    333
 216 |  51991060401 | VITAMIN D2 50000U*DNC *SOF         |    329
 217 |  65162076511 | WARFARIN SOD 4 MG TAB              |    322
 218 |  40985022481 | GLUCOSAMINE/CHOND 750/600MG        |    316
 219 |  57664039388 | VENLAFAXINE HCL 37.5 MG TAB        |    316
 220 |  47781030701 | NITROFURANTOIN MCR 50MG*DNC        |    315
 221 |  11845007552 | CALCIUM 500 VIT D 400              |    314
 222 |  68462035205 | HYDROXYZine HCL 10 MG TAB          |    314
 223 |  53746046605 | IBUPROFEN 800 MG *DNC*TAB          |    314
 224 |  16252061730 | ROSUVASTATIN 20 MG TAB             |    310
 225 |  65862023060 | LAMOTRIGINE 200 MG TABLET          |    310
 226 |  74098527112 | VITAMIN B-12 2500 MCG SUBL         |    310
 227 |  49884098501 | NATEGLINIDE 120 MG TABLET          |    309
 228 |  60505015701 | BUPropION HCL 100 MG TAB           |    309
 229 |  68462027501 | DESMOPRESSIN ACETATE 0.1 MG        |    308
 230 |  62756014202 | METFORMIN  ER 500 MG TABLET        |    308
 231 |  13668010960 | DULOXETINE DR 20MG*DNC CAP         |    303
 232 |  59746011506 | PROCHLORPERAZINE 10 MG TAB         |    296
 233 |  51991077290 | LANSOPRAZOLE DR30MG *DNC*CA        |    294
 234 |  54629000020 | CRANBERRY 500 MG SOFTGEL           |    290
 235 |  59746038606 | TERAZOSIN 10 MG CAP                |    288
 236 |  59746038506 | TERAZOSIN 5 MG CAP                 |    288
 237 |  74312002832 | MELATONIN 1 MG TAB                 |    288
 238 |  65162075310 | BENAZEPRIL HCL 20 MG TAB           |    288
 239 |  23155000401 | HYDRALAZine 100 MG TAB             |    288
 240 |  51991079406 | RIVASTIGMINE 3 MG CAPSULE          |    288
 241 |  59762151603 | CELECOXIB 100 MG CAP               |    286
 242 |  65862066530 | ARIPIPRAZOLE 20 MG TAB             |    284
 243 |  24208063211 | PRESERVISION/LUTEIN SOFT*CP        |    283
 244 |  64679092603 | ENALAPRIL 20 MG TAB                |    282
 245 |  43292055606 | CALCIUM CITRATE 250 MG CAPL        |    280
 246 |  64896066201 | RYTARY ER 36.25 MG-145 MG*D        |    280
 247 |  60505311308 | OLANZAPINE 10 MG TABLET            |    278
 248 |  63044062201 | RENO CAPS                          |    275
 249 |  13811060690 | TL-HEM 150 CAPLET                  |    274
 250 |  23155017801 | ISOSORBIDE MN ER 60MG *DNC         |    274
